6_65_9

WT_NUMBER
65

BSS_NUMBER
6

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                15607.0000       11240.0000       0.2000           10.0000         
2                13684.0000       5128.0000        0.2000           10.0000         
3                2046.0000        7434.0000        0.2000           10.0000         
4                7821.0000        4779.0000        0.2000           10.0000         
5                5788.0000        15164.0000       0.2000           10.0000         
6                4304.0000        16369.0000       0.2000           10.0000         
7                1527.0000        6212.0000        0.2000           10.0000         
8                1388.0000        12444.0000       0.2000           10.0000         
9                4097.0000        4452.0000        0.2000           10.0000         
10               5082.0000        12529.0000       0.2000           10.0000         
11               8656.0000        2403.0000        0.2000           10.0000         
12               15980.0000       7021.0000        0.2000           10.0000         
13               4845.0000        1301.0000        0.2000           10.0000         
14               2433.0000        3652.0000        0.2000           10.0000         
15               12552.0000       11740.0000       0.2000           10.0000         
16               3686.0000        5635.0000        0.2000           10.0000         
17               1786.0000        2374.0000        0.2000           10.0000         
18               4903.0000        7827.0000        0.2000           10.0000         
19               3127.0000        13431.0000       0.2000           10.0000         
20               9910.0000        7033.0000        0.2000           10.0000         
21               14773.0000       6383.0000        0.2000           10.0000         
22               7253.0000        1177.0000        0.2000           10.0000         
23               10433.0000       12834.0000       0.2000           10.0000         
24               7213.0000        6870.0000        0.2000           10.0000         
25               2584.0000        11967.0000       0.2000           10.0000         
26               7183.0000        10626.0000       0.2000           10.0000         
27               1354.0000        4873.0000        0.2000           10.0000         
28               3009.0000        10104.0000       0.2000           10.0000         
29               3785.0000        6927.0000        0.2000           10.0000         
30               5265.0000        13949.0000       0.2000           10.0000         
31               13903.0000       10087.0000       0.2000           10.0000         
32               11961.0000       14206.0000       0.2000           10.0000         
33               4394.0000        10208.0000       0.2000           10.0000         
34               13830.0000       8165.0000        0.2000           10.0000         
35               14837.0000       12682.0000       0.2000           10.0000         
36               8319.0000        3778.0000        0.2000           10.0000         
37               8488.0000        5946.0000        0.2000           10.0000         
38               7254.0000        2658.0000        0.2000           10.0000         
39               6291.0000        1762.0000        0.2000           10.0000         
40               1442.0000        10523.0000       0.2000           10.0000         
41               11842.0000       12568.0000       0.2000           10.0000         
42               12878.0000       7559.0000        0.2000           10.0000         
43               13229.0000       6183.0000        0.2000           10.0000         
44               4025.0000        1983.0000        0.2000           10.0000         
45               11133.0000       13568.0000       0.2000           10.0000         
46               9494.0000        14959.0000       0.2000           10.0000         
47               9460.0000        12318.0000       0.2000           10.0000         
48               10872.0000       1381.0000        0.2000           10.0000         
49               11912.0000       3230.0000        0.2000           10.0000         
50               2785.0000        1617.0000        0.2000           10.0000         
51               7942.0000        11978.0000       0.2000           10.0000         
52               7938.0000        16488.0000       0.2000           10.0000         
53               9316.0000        4405.0000        0.2000           10.0000         
54               9794.0000        2482.0000        0.2000           10.0000         
55               11093.0000       5743.0000        0.2000           10.0000         
56               10670.0000       4803.0000        0.2000           10.0000         
57               15868.0000       4096.0000        0.2000           10.0000         
58               16441.0000       13212.0000       0.2000           10.0000
59               2832.0000        9153.0000        0.2000           10.0000
60               10958.0000       15049.0000       0.2000           10.0000         
61               12601.0000       10273.0000       0.2000           10.0000         
62               12891.0000       1228.0000        0.2000           10.0000         
63               11419.0000       8124.0000        0.2000           10.0000         
64               8702.0000        7310.0000        0.2000           10.0000         
65               4874.0000        11533.0000       0.2000           10.0000         
66               9603.0000        2909.0000        0.0000           0.0000          
67               16015.0000       8345.0000        0.0000           0.0000          
68               8337.0000        15227.0000       0.0000           0.0000          
69               1214.0000        9126.0000        0.0000           0.0000          
70               1730.0000        1904.0000        0.0000           0.0000          
71               1350.0000        2468.0000        0.0000           0.0000
