4_35_10

WT_NUMBER
35

BSS_NUMBER
4

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                2218.0000        11682.0000       0.2000           10.0000         
2                12728.0000       8089.0000        0.2000           10.0000         
3                9348.0000        7356.0000        0.2000           10.0000         
4                11146.0000       3431.0000        0.2000           10.0000         
5                6191.0000        1964.0000        0.2000           10.0000         
6                9798.0000        12056.0000       0.2000           10.0000         
7                6230.0000        6800.0000        0.2000           10.0000         
8                3245.0000        3724.0000        0.2000           10.0000         
9                10827.0000       12303.0000       0.2000           10.0000         
10               1890.0000        3525.0000        0.2000           10.0000         
11               8618.0000        11111.0000       0.2000           10.0000         
12               10136.0000       10786.0000       0.2000           10.0000         
13               10189.0000       8829.0000        0.2000           10.0000         
14               3773.0000        6024.0000        0.2000           10.0000         
15               5564.0000        2759.0000        0.2000           10.0000         
16               5379.0000        4708.0000        0.2000           10.0000         
17               12992.0000       10858.0000       0.2000           10.0000         
18               7582.0000        1559.0000        0.2000           10.0000         
19               7856.0000        8928.0000        0.2000           10.0000         
20               12567.0000       3341.0000        0.2000           10.0000         
21               6894.0000        9745.0000        0.2000           10.0000         
22               8783.0000        2587.0000        0.2000           10.0000         
23               9747.0000        9832.0000        0.2000           10.0000         
24               10336.0000       4830.0000        0.2000           10.0000         
25               3401.0000        9520.0000        0.2000           10.0000         
26               8311.0000        9728.0000        0.2000           10.0000         
27               2249.0000        10106.0000       0.2000           10.0000         
28               5040.0000        11177.0000       0.2000           10.0000         
29               3250.0000        7862.0000        0.2000           10.0000         
30               4172.0000        10555.0000       0.2000           10.0000         
31               9430.0000        5189.0000        0.2000           10.0000         
32               4049.0000        1989.0000        0.2000           10.0000         
33               7780.0000        7830.0000        0.2000           10.0000         
34               12426.0000       11884.0000       0.2000           10.0000         
35               4262.0000        4795.0000        0.2000           10.0000         
36               11497.0000       4353.0000        0.0000           0.0000          
37               2033.0000        1526.0000        0.0000           0.0000          
38               5934.0000        11134.0000       0.0000           0.0000          
39               12996.0000       12868.0000       0.0000           0.0000          
