7_80_7

WT_NUMBER
80

BSS_NUMBER
7

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                2876.0000        1039.0000        0.2000           10.0000         
2                9710.0000        13299.0000       0.2000           10.0000         
3                16701.0000       10812.0000       0.2000           10.0000         
4                15843.0000       9916.0000        0.2000           10.0000         
5                14122.0000       9990.0000        0.2000           10.0000         
6                11688.0000       15530.0000       0.2000           10.0000         
7                12985.0000       5994.0000        0.2000           10.0000         
8                10666.0000       16607.0000       0.2000           10.0000         
9                13918.0000       4671.0000        0.2000           10.0000         
10               9151.0000        3966.0000        0.2000           10.0000         
11               4582.0000        4144.0000        0.2000           10.0000         
12               7128.0000        7408.0000        0.2000           10.0000         
13               16873.0000       7660.0000        0.2000           10.0000         
14               13497.0000       16785.0000       0.2000           10.0000         
15               12620.0000       9912.0000        0.2000           10.0000         
16               7916.0000        12140.0000       0.2000           10.0000         
17               2825.0000        8438.0000        0.2000           10.0000         
18               3076.0000        5064.0000        0.2000           10.0000         
19               3621.0000        15480.0000       0.2000           10.0000         
20               10760.0000       6153.0000        0.2000           10.0000         
21               13680.0000       2785.0000        0.2000           10.0000         
22               15142.0000       11517.0000       0.2000           10.0000         
23               9833.0000        10680.0000       0.2000           10.0000         
24               8126.0000        3678.0000        0.2000           10.0000         
25               8410.0000        16964.0000       0.2000           10.0000         
26               7385.0000        4939.0000        0.2000           10.0000         
27               8739.0000        1987.0000        0.2000           10.0000         
28               1057.0000        1708.0000        0.2000           10.0000         
29               3904.0000        13102.0000       0.2000           10.0000         
30               2923.0000        14273.0000       0.2000           10.0000         
31               12798.0000       12551.0000       0.2000           10.0000         
32               1808.0000        6954.0000        0.2000           10.0000         
33               6646.0000        12206.0000       0.2000           10.0000         
34               7393.0000        1677.0000        0.2000           10.0000         
35               11028.0000       1276.0000        0.2000           10.0000         
36               11538.0000       4541.0000        0.2000           10.0000         
37               2263.0000        12459.0000       0.2000           10.0000         
38               9632.0000        5247.0000        0.2000           10.0000         
39               13422.0000       15397.0000       0.2000           10.0000         
40               12050.0000       16686.0000       0.2000           10.0000         
41               4185.0000        6165.0000        0.2000           10.0000         
42               5021.0000        8839.0000        0.2000           10.0000         
43               6720.0000        13854.0000       0.2000           10.0000         
44               5017.0000        2201.0000        0.2000           10.0000         
45               3454.0000        9371.0000        0.2000           10.0000         
46               11770.0000       9021.0000        0.2000           10.0000         
47               6878.0000        15341.0000       0.2000           10.0000         
48               8870.0000        7963.0000        0.2000           10.0000         
49               7594.0000        16146.0000       0.2000           10.0000         
50               1576.0000        11336.0000       0.2000           10.0000         
51               3912.0000        16867.0000       0.2000           10.0000         
52               9991.0000        15235.0000       0.2000           10.0000         
53               14445.0000       7539.0000        0.2000           10.0000         
54               1211.0000        4972.0000        0.2000           10.0000         
55               14810.0000       5377.0000        0.2000           10.0000         
56               6078.0000        6302.0000        0.2000           10.0000         
57               16522.0000       6545.0000        0.2000           10.0000         
58               8206.0000        5948.0000        0.2000           10.0000         
59               2505.0000        16543.0000       0.2000           10.0000         
60               10277.0000       2733.0000        0.2000           10.0000         
61               2745.0000        7405.0000        0.2000           10.0000         
62               1844.0000        2860.0000        0.2000           10.0000         
63               1417.0000        14107.0000       0.2000           10.0000         
64               2793.0000        11220.0000       0.2000           10.0000         
65               4108.0000        14496.0000       0.2000           10.0000         
66               13438.0000       11380.0000       0.2000           10.0000         
67               6182.0000        4393.0000        0.2000           10.0000         
68               9294.0000        16448.0000       0.2000           10.0000         
69               16282.0000       13517.0000       0.2000           10.0000         
70               5345.0000        13467.0000       0.2000           10.0000         
71               3687.0000        3577.0000        0.2000           10.0000         
72               15824.0000       4735.0000        0.2000           10.0000         
73               6514.0000        3045.0000        0.2000           10.0000         
74               8548.0000        14875.0000       0.2000           10.0000         
75               15986.0000       12086.0000       0.2000           10.0000         
76               10957.0000       14359.0000       0.2000           10.0000         
77               6893.0000        8916.0000        0.2000           10.0000         
78               15308.0000       8730.0000        0.2000           10.0000         
79               5076.0000        5362.0000        0.2000           10.0000         
80               13080.0000       8431.0000        0.2000           10.0000         
81               16315.0000       8883.0000        0.0000           0.0000          
82               9084.0000        15507.0000       0.0000           0.0000          
83               1880.0000        5528.0000        0.0000           0.0000          
84               9806.0000        5132.0000        0.0000           0.0000          
85               1166.0000        15259.0000       0.0000           0.0000          
86               12867.0000       1560.0000        0.0000           0.0000
87               1258.0000        15497.0000       0.0000           0.0000
