4_35_5

WT_NUMBER
35

BSS_NUMBER
4

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1                1896.0000        8118.0000        0.2000           10.0000
2                10886.0000       1999.0000        0.2000           10.0000
3                8301.0000        8089.0000        0.2000           10.0000
4                12157.0000       2891.0000        0.2000           10.0000
5                3205.0000        9486.0000        0.2000           10.0000
6                2747.0000        3028.0000        0.2000           10.0000
7                7174.0000        3588.0000        0.2000           10.0000
8                9830.0000        5943.0000        0.2000           10.0000
9                7034.0000        11569.0000       0.2000           10.0000
10               6355.0000        4607.0000        0.2000           10.0000
11               9806.0000        2493.0000        0.2000           10.0000
12               4498.0000        6465.0000        0.2000           10.0000
13               11695.0000       8486.0000        0.2000           10.0000
14               12869.0000       5744.0000        0.2000           10.0000
15               8801.0000        9921.0000        0.2000           10.0000
16               7425.0000        4577.0000        0.2000           10.0000
17               4286.0000        10950.0000       0.2000           10.0000
18               11397.0000       12468.0000       0.2000           10.0000
19               3037.0000        6250.0000        0.2000           10.0000
20               5068.0000        7942.0000        0.2000           10.0000
21               5874.0000        9943.0000        0.2000           10.0000
22               3224.0000        10560.0000       0.2000           10.0000
23               12547.0000       11713.0000       0.2000           10.0000
24               10156.0000       4648.0000        0.2000           10.0000
25               1819.0000        6262.0000        0.2000           10.0000
26               5408.0000        6534.0000        0.2000           10.0000
27               1134.0000        7270.0000        0.2000           10.0000
28               8234.0000        11753.0000       0.2000           10.0000
29               3986.0000        4939.0000        0.2000           10.0000
30               11532.0000       9925.0000        0.2000           10.0000
31               7822.0000        2362.0000        0.2000           10.0000
32               1447.0000        10397.0000       0.2000           10.0000
33               5965.0000        7447.0000        0.2000           10.0000
34               12781.0000       9600.0000        0.2000           10.0000
35               5489.0000        3640.0000        0.2000           10.0000
36               12467.0000       3477.0000        0.0000           0.0000
37               4405.0000        6639.0000        0.0000           0.0000
38               8784.0000        12149.0000       0.0000           0.0000
39               12988.0000       12834.0000       0.0000           0.0000          
