5_50_6

WT_NUMBER
50

BSS_NUMBER
5

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                7362.0000        13520.0000       0.2000           10.0000         
2                1501.0000        1584.0000        0.2000           10.0000         
3                3539.0000        1918.0000        0.2000           10.0000         
4                12935.0000       1172.0000        0.2000           10.0000         
5                3502.0000        9970.0000        0.2000           10.0000         
6                12399.0000       13150.0000       0.2000           10.0000         
7                8151.0000        3534.0000        0.2000           10.0000         
8                6060.0000        11347.0000       0.2000           10.0000         
9                2434.0000        1719.0000        0.2000           10.0000         
10               6747.0000        10685.0000       0.2000           10.0000         
11               1626.0000        5900.0000        0.2000           10.0000         
12               4128.0000        13696.0000       0.2000           10.0000         
13               3224.0000        4341.0000        0.2000           10.0000         
14               7338.0000        7984.0000        0.2000           10.0000         
15               9746.0000        6398.0000        0.2000           10.0000         
16               11568.0000       12422.0000       0.2000           10.0000         
17               5756.0000        13470.0000       0.2000           10.0000         
18               4152.0000        3524.0000        0.2000           10.0000         
19               11530.0000       10240.0000       0.2000           10.0000         
20               5532.0000        2040.0000        0.2000           10.0000         
21               9695.0000        11731.0000       0.2000           10.0000         
22               13289.0000       3019.0000        0.2000           10.0000         
23               6740.0000        2001.0000        0.2000           10.0000         
24               10009.0000       9315.0000        0.2000           10.0000         
25               6270.0000        7782.0000        0.2000           10.0000         
26               5549.0000        9488.0000        0.2000           10.0000         
27               4534.0000        9967.0000        0.2000           10.0000         
28               13162.0000       11438.0000       0.2000           10.0000         
29               11933.0000       3494.0000        0.2000           10.0000         
30               4505.0000        10930.0000       0.2000           10.0000         
31               11161.0000       8718.0000        0.2000           10.0000         
32               13798.0000       13065.0000       0.2000           10.0000         
33               9567.0000        13024.0000       0.2000           10.0000         
34               2397.0000        9833.0000        0.2000           10.0000         
35               14386.0000       8367.0000        0.2000           10.0000         
36               3613.0000        12607.0000       0.2000           10.0000         
37               8080.0000        14316.0000       0.2000           10.0000         
38               9845.0000        4886.0000        0.2000           10.0000         
39               2351.0000        6656.0000        0.2000           10.0000         
40               11464.0000       5319.0000        0.2000           10.0000         
41               5547.0000        7070.0000        0.2000           10.0000         
42               5609.0000        14379.0000       0.2000           10.0000         
43               1293.0000        2568.0000        0.2000           10.0000         
44               2295.0000        13663.0000       0.2000           10.0000         
45               1529.0000        10727.0000       0.2000           10.0000         
46               12055.0000       6048.0000        0.2000           10.0000         
47               12628.0000       2359.0000        0.2000           10.0000         
48               8708.0000        1147.0000        0.2000           10.0000         
49               8454.0000        12945.0000       0.2000           10.0000         
50               6359.0000        5138.0000        0.2000           10.0000         
51               12642.0000       3012.0000        0.0000           0.0000          
52               7107.0000        12853.0000       0.0000           0.0000          
53               3858.0000        1387.0000        0.0000           0.0000          
54               14469.0000       11418.0000       0.0000           0.0000          
55               1707.0000        8386.0000        0.0000           0.0000          
