4_35_3

WT_NUMBER
35

BSS_NUMBER
4

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                10225.0000       5856.0000        0.2000           10.0000         
2                10391.0000       1025.0000        0.2000           10.0000         
3                9404.0000        9115.0000        0.2000           10.0000         
4                11582.0000       2701.0000        0.2000           10.0000         
5                5217.0000        7144.0000        0.2000           10.0000         
6                2432.0000        11964.0000       0.2000           10.0000         
7                5524.0000        1231.0000        0.2000           10.0000         
8                3940.0000        1522.0000        0.2000           10.0000         
9                10840.0000       9916.0000        0.2000           10.0000         
10               7538.0000        3745.0000        0.2000           10.0000         
11               2030.0000        7797.0000        0.2000           10.0000         
12               6976.0000        4655.0000        0.2000           10.0000         
13               3696.0000        3923.0000        0.2000           10.0000         
14               7209.0000        11046.0000       0.2000           10.0000         
15               7595.0000        9942.0000        0.2000           10.0000         
16               7965.0000        5898.0000        0.2000           10.0000         
17               4380.0000        11487.0000       0.2000           10.0000         
18               5966.0000        3879.0000        0.2000           10.0000         
19               7990.0000        11677.0000       0.2000           10.0000         
20               11531.0000       4444.0000        0.2000           10.0000         
21               9608.0000        7889.0000        0.2000           10.0000         
22               10473.0000       4197.0000        0.2000           10.0000         
23               3332.0000        11395.0000       0.2000           10.0000         
24               6263.0000        6873.0000        0.2000           10.0000         
25               5212.0000        10765.0000       0.2000           10.0000         
26               1538.0000        9485.0000        0.2000           10.0000         
27               2185.0000        6764.0000        0.2000           10.0000         
28               5316.0000        6033.0000        0.2000           10.0000         
29               8901.0000        1216.0000        0.2000           10.0000         
30               1756.0000        3772.0000        0.2000           10.0000         
31               9318.0000        5139.0000        0.2000           10.0000         
32               7596.0000        1755.0000        0.2000           10.0000         
33               8251.0000        7943.0000        0.2000           10.0000         
34               2987.0000        2987.0000        0.2000           10.0000         
35               3840.0000        7571.0000        0.2000           10.0000         
36               7418.0000        2279.0000        0.0000           0.0000          
37               6938.0000        11027.0000       0.0000           0.0000          
38               1069.0000        6410.0000        0.0000           0.0000          
39               10378.0000       10150.0000       0.0000           0.0000
