4_35_7

WT_NUMBER
35

BSS_NUMBER
4

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1                1700.0000        2188.0000        0.2000           10.0000
2                2065.0000        5577.0000        0.2000           10.0000
3                11770.0000       11410.0000       0.2000           10.0000
4                12196.0000       4452.0000        0.2000           10.0000
5                12875.0000       3755.0000        0.2000           10.0000
6                10172.0000       1143.0000        0.2000           10.0000
7                10992.0000       6267.0000        0.2000           10.0000
8                3327.0000        10209.0000       0.2000           10.0000
9                5126.0000        10585.0000       0.2000           10.0000
10               3396.0000        3753.0000        0.2000           10.0000
11               9176.0000        7000.0000        0.2000           10.0000
12               12885.0000       6437.0000        0.2000           10.0000
13               7026.0000        6563.0000        0.2000           10.0000
14               8217.0000        2079.0000        0.2000           10.0000
15               6304.0000        4762.0000        0.2000           10.0000
16               5081.0000        4078.0000        0.2000           10.0000
17               9048.0000        1671.0000        0.2000           10.0000
18               10222.0000       11731.0000       0.2000           10.0000
19               6705.0000        10336.0000       0.2000           10.0000
20               2377.0000        3344.0000        0.2000           10.0000
21               10034.0000       2453.0000        0.2000           10.0000
22               6898.0000        7767.0000        0.2000           10.0000
23               5749.0000        6132.0000        0.2000           10.0000
24               8023.0000        6891.0000        0.2000           10.0000
25               8122.0000        2990.0000        0.2000           10.0000
26               7484.0000        4234.0000        0.2000           10.0000
27               5387.0000        11821.0000       0.2000           10.0000
28               9236.0000        11234.0000       0.2000           10.0000
29               10082.0000       10098.0000       0.2000           10.0000
30               9138.0000        10216.0000       0.2000           10.0000
31               3299.0000        12279.0000       0.2000           10.0000
32               7824.0000        9307.0000        0.2000           10.0000
33               6784.0000        11449.0000       0.2000           10.0000
34               7534.0000        5709.0000        0.2000           10.0000
35               10552.0000       3779.0000        0.2000           10.0000
36               6156.0000        2926.0000        0.0000           0.0000
37               7225.0000        12474.0000       0.0000           0.0000
38               12578.0000       7555.0000        0.0000           0.0000
39               2690.0000        2751.0000        0.0000           0.0000          
