7_80_5

WT_NUMBER
80

BSS_NUMBER
7

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1                14949.0000       12056.0000       0.2000           10.0000
2                3651.0000        1029.0000        0.2000           10.0000
3                5752.0000        3318.0000        0.2000           10.0000
4                5837.0000        15366.0000       0.2000           10.0000
5                5841.0000        1299.0000        0.2000           10.0000
6                14099.0000       11145.0000       0.2000           10.0000
7                10841.0000       15095.0000       0.2000           10.0000
8                4462.0000        17003.0000       0.2000           10.0000
9                6862.0000        13260.0000       0.2000           10.0000
10               10786.0000       5896.0000        0.2000           10.0000
11               5611.0000        11721.0000       0.2000           10.0000
12               13877.0000       17524.0000       0.2000           10.0000
13               14068.0000       12783.0000       0.2000           10.0000
14               3931.0000        12991.0000       0.2000           10.0000
15               13564.0000       13695.0000       0.2000           10.0000
16               8750.0000        3320.0000        0.2000           10.0000
17               14812.0000       3259.0000        0.2000           10.0000
18               3263.0000        16536.0000       0.2000           10.0000
19               15436.0000       2128.0000        0.2000           10.0000
20               6914.0000        17493.0000       0.2000           10.0000
21               17082.0000       14792.0000       0.2000           10.0000
22               1953.0000        6402.0000        0.2000           10.0000
23               3228.0000        5296.0000        0.2000           10.0000
24               15737.0000       16961.0000       0.2000           10.0000
25               9115.0000        5019.0000        0.2000           10.0000
26               8540.0000        14960.0000       0.2000           10.0000
27               11377.0000       13969.0000       0.2000           10.0000
28               11128.0000       9967.0000        0.2000           10.0000
29               14401.0000       14034.0000       0.2000           10.0000
30               7547.0000        14861.0000       0.2000           10.0000
31               17487.0000       6777.0000        0.2000           10.0000
32               15311.0000       16085.0000       0.2000           10.0000
33               7555.0000        2805.0000        0.2000           10.0000
34               12222.0000       8655.0000        0.2000           10.0000
35               11906.0000       4569.0000        0.2000           10.0000
36               17516.0000       5754.0000        0.2000           10.0000
37               11907.0000       1737.0000        0.2000           10.0000
38               11708.0000       5637.0000        0.2000           10.0000
39               10107.0000       13597.0000       0.2000           10.0000
40               13166.0000       11861.0000       0.2000           10.0000
41               11133.0000       3898.0000        0.2000           10.0000
42               9497.0000        16120.0000       0.2000           10.0000
43               4157.0000        2153.0000        0.2000           10.0000
44               11978.0000       12403.0000       0.2000           10.0000
45               3328.0000        15534.0000       0.2000           10.0000
46               13656.0000       8534.0000        0.2000           10.0000
47               1116.0000        11647.0000       0.2000           10.0000
48               4548.0000        7580.0000        0.2000           10.0000
49               6118.0000        16877.0000       0.2000           10.0000
50               17273.0000       17301.0000       0.2000           10.0000
51               12411.0000       11356.0000       0.2000           10.0000
52               3984.0000        8605.0000        0.2000           10.0000
53               3507.0000        17596.0000       0.2000           10.0000
54               15111.0000       6553.0000        0.2000           10.0000
55               8610.0000        13386.0000       0.2000           10.0000
56               12730.0000       13019.0000       0.2000           10.0000
57               9681.0000        1609.0000        0.2000           10.0000
58               13312.0000       1184.0000        0.2000           10.0000
59               5543.0000        10475.0000       0.2000           10.0000
60               8285.0000        16312.0000       0.2000           10.0000
61               12681.0000       2509.0000        0.2000           10.0000
62               12951.0000       4463.0000        0.2000           10.0000
63               1237.0000        5635.0000        0.2000           10.0000
64               16259.0000       11569.0000       0.2000           10.0000
65               15812.0000       1069.0000        0.2000           10.0000
66               2266.0000        9423.0000        0.2000           10.0000
67               2281.0000        2589.0000        0.2000           10.0000
68               15712.0000       5317.0000        0.2000           10.0000
69               2844.0000        13019.0000       0.2000           10.0000
70               16095.0000       12809.0000       0.2000           10.0000
71               8752.0000        1425.0000        0.2000           10.0000
72               5839.0000        4503.0000        0.2000           10.0000
73               7285.0000        12019.0000       0.2000           10.0000
74               15001.0000       7772.0000        0.2000           10.0000
75               10205.0000       12580.0000       0.2000           10.0000
76               2765.0000        14331.0000       0.2000           10.0000
77               17570.0000       10606.0000       0.2000           10.0000
78               6397.0000        12389.0000       0.2000           10.0000
79               12290.0000       16714.0000       0.2000           10.0000
80               14486.0000       2413.0000        0.2000           10.0000
81               15398.0000       9227.0000        0.0000           0.0000
82               16702.0000       17474.0000       0.0000           0.0000
83               2850.0000        2139.0000        0.0000           0.0000
84               6963.0000        15879.0000       0.0000           0.0000
85               11692.0000       2220.0000        0.0000           0.0000
86               1118.0000        9984.0000        0.0000           0.0000
87               10305.0000       8609.0000        0.0000           0.0000           
