5_50_7

WT_NUMBER
50

BSS_NUMBER
5

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                10895.0000       2472.0000        0.2000           10.0000         
2                12608.0000       5507.0000        0.2000           10.0000         
3                2986.0000        9567.0000        0.2000           10.0000         
4                6151.0000        2862.0000        0.2000           10.0000         
5                7437.0000        13376.0000       0.2000           10.0000         
6                6629.0000        12977.0000       0.2000           10.0000         
7                13110.0000       13431.0000       0.2000           10.0000         
8                6760.0000        8380.0000        0.2000           10.0000         
9                14298.0000       11955.0000       0.2000           10.0000         
10               3398.0000        3907.0000        0.2000           10.0000         
11               14249.0000       9107.0000        0.2000           10.0000         
12               7968.0000        9990.0000        0.2000           10.0000         
13               10818.0000       6125.0000        0.2000           10.0000         
14               2148.0000        11240.0000       0.2000           10.0000         
15               6008.0000        9735.0000        0.2000           10.0000         
16               10387.0000       13337.0000       0.2000           10.0000         
17               8763.0000        11485.0000       0.2000           10.0000         
18               6569.0000        1026.0000        0.2000           10.0000         
19               11737.0000       11284.0000       0.2000           10.0000         
20               11705.0000       8697.0000        0.2000           10.0000
21               1364.0000        10382.0000       0.2000           10.0000         
22               8783.0000        11226.0000       0.2000           10.0000
23               10719.0000       4696.0000        0.2000           10.0000         
24               2719.0000        13850.0000       0.2000           10.0000         
25               4035.0000        12013.0000       0.2000           10.0000         
26               8660.0000        3425.0000        0.2000           10.0000         
27               10029.0000       14447.0000       0.2000           10.0000
28               1951.0000        8730.0000        0.2000           10.0000         
29               14314.0000       14463.0000       0.2000           10.0000         
30               6009.0000        11915.0000       0.2000           10.0000         
31               1649.0000        13968.0000       0.2000           10.0000         
32               12382.0000       6935.0000        0.2000           10.0000         
33               9919.0000        3511.0000        0.2000           10.0000
34               11252.0000       8703.0000        0.2000           10.0000         
35               2646.0000        10005.0000       0.2000           10.0000
36               3648.0000        10421.0000       0.2000           10.0000         
37               13621.0000       4369.0000        0.2000           10.0000         
38               10331.0000       1650.0000        0.2000           10.0000
39               4394.0000        7403.0000        0.2000           10.0000         
40               3526.0000        11867.0000       0.2000           10.0000
41               6259.0000        5297.0000        0.2000           10.0000         
42               8225.0000        12417.0000       0.2000           10.0000         
43               9806.0000        12275.0000       0.2000           10.0000         
44               7222.0000        6462.0000        0.2000           10.0000         
45               12513.0000       9509.0000        0.2000           10.0000         
46               2999.0000        8397.0000        0.2000           10.0000         
47               10388.0000       11305.0000       0.2000           10.0000         
48               12953.0000       3329.0000        0.2000           10.0000         
49               10833.0000       10761.0000       0.2000           10.0000
50               9934.0000        1300.0000        0.2000           10.0000         
51               7624.0000        2611.0000        0.0000           0.0000          
52               4529.0000        11842.0000       0.0000           0.0000          
53               13910.0000       13872.0000       0.0000           0.0000          
54               14229.0000       6493.0000        0.0000           0.0000          
55               1044.0000        5521.0000        0.0000           0.0000          
