4_35_4

WT_NUMBER
35

BSS_NUMBER
4

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                11120.0000       6237.0000        0.2000           10.0000         
2                1257.0000        9365.0000        0.2000           10.0000         
3                10108.0000       2532.0000        0.2000           10.0000         
4                3403.0000        2962.0000        0.2000           10.0000         
5                6584.0000        3235.0000        0.2000           10.0000         
6                12222.0000       2485.0000        0.2000           10.0000         
7                5681.0000        3635.0000        0.2000           10.0000         
8                7277.0000        2554.0000        0.2000           10.0000         
9                3838.0000        4774.0000        0.2000           10.0000         
10               4449.0000        12107.0000       0.2000           10.0000         
11               4650.0000        2591.0000        0.2000           10.0000         
12               12204.0000       11006.0000       0.2000           10.0000         
13               8732.0000        4008.0000        0.2000           10.0000         
14               7232.0000        6663.0000        0.2000           10.0000         
15               3892.0000        9825.0000        0.2000           10.0000         
16               12922.0000       11696.0000       0.2000           10.0000         
17               10692.0000       11961.0000       0.2000           10.0000         
18               3972.0000        11264.0000       0.2000           10.0000         
19               10412.0000       8251.0000        0.2000           10.0000         
20               8399.0000        8269.0000        0.2000           10.0000         
21               9161.0000        6561.0000        0.2000           10.0000         
22               11313.0000       3640.0000        0.2000           10.0000         
23               1256.0000        10533.0000       0.2000           10.0000         
24               8225.0000        2037.0000        0.2000           10.0000         
25               6599.0000        10147.0000       0.2000           10.0000         
26               5961.0000        12802.0000       0.2000           10.0000         
27               12516.0000       7462.0000        0.2000           10.0000         
28               7799.0000        3299.0000        0.2000           10.0000         
29               3032.0000        5595.0000        0.2000           10.0000         
30               5403.0000        1589.0000        0.2000           10.0000         
31               10104.0000       1028.0000        0.2000           10.0000         
32               12580.0000       5276.0000        0.2000           10.0000         
33               1195.0000        7157.0000        0.2000           10.0000         
34               4726.0000        10319.0000       0.2000           10.0000         
35               3860.0000        12898.0000       0.2000           10.0000         
36               1111.0000        1984.0000        0.0000           0.0000          
37               11447.0000       2861.0000        0.0000           0.0000          
38               4745.0000        9896.0000        0.0000           0.0000          
39               12032.0000       12454.0000       0.0000           0.0000          
