5_50_2

WT_NUMBER
50

BSS_NUMBER
5

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1                6504.0000        4024.0000        0.2000           10.0000
2                8157.0000        2670.0000        0.2000           10.0000
3                7917.0000        13018.0000       0.2000           10.0000
4                2909.0000        4384.0000        0.2000           10.0000
5                6008.0000        11698.0000       0.2000           10.0000
6                12473.0000       11102.0000       0.2000           10.0000
7                1646.0000        7137.0000        0.2000           10.0000
8                13181.0000       10542.0000       0.2000           10.0000
9                10541.0000       8631.0000        0.2000           10.0000
10               10049.0000       14393.0000       0.2000           10.0000
11               5799.0000        5821.0000        0.2000           10.0000
12               2910.0000        8771.0000        0.2000           10.0000
13               11067.0000       6625.0000        0.2000           10.0000
14               13480.0000       4596.0000        0.2000           10.0000
15               9931.0000        6452.0000        0.2000           10.0000
16               4053.0000        9360.0000        0.2000           10.0000
17               13783.0000       2933.0000        0.2000           10.0000
18               9830.0000        4337.0000        0.2000           10.0000
19               4308.0000        5705.0000        0.2000           10.0000
20               9658.0000        1968.0000        0.2000           10.0000
21               10692.0000       3788.0000        0.2000           10.0000
22               8661.0000        14091.0000       0.2000           10.0000
23               4613.0000        3761.0000        0.2000           10.0000
24               6250.0000        2413.0000        0.2000           10.0000
25               12534.0000       3342.0000        0.2000           10.0000
26               12210.0000       7642.0000        0.2000           10.0000
27               1987.0000        5272.0000        0.2000           10.0000
28               12137.0000       5288.0000        0.2000           10.0000
29               5994.0000        1181.0000        0.2000           10.0000
30               6538.0000        13674.0000       0.2000           10.0000
31               2320.0000        1950.0000        0.2000           10.0000
32               11785.0000       2297.0000        0.2000           10.0000
33               2527.0000        2874.0000        0.2000           10.0000
34               11561.0000       8727.0000        0.2000           10.0000
35               7165.0000        12166.0000       0.2000           10.0000
36               13761.0000       9124.0000        0.2000           10.0000
37               2580.0000        11229.0000       0.2000           10.0000
38               6428.0000        9439.0000        0.2000           10.0000
39               14099.0000       1216.0000        0.2000           10.0000
40               5698.0000        8711.0000        0.2000           10.0000
41               1138.0000        2730.0000        0.2000           10.0000
42               6935.0000        11239.0000       0.2000           10.0000
43               5616.0000        3243.0000        0.2000           10.0000
44               5488.0000        7665.0000        0.2000           10.0000
45               9363.0000        13144.0000       0.2000           10.0000
46               7304.0000        4554.0000        0.2000           10.0000
47               9354.0000        9007.0000        0.2000           10.0000
48               4904.0000        12567.0000       0.2000           10.0000
49               3325.0000        1479.0000        0.2000           10.0000
50               9141.0000        12147.0000       0.2000           10.0000
51               6868.0000        13315.0000       0.0000           0.0000
52               11035.0000       1474.0000        0.0000           0.0000
53               2847.0000        4017.0000        0.0000           0.0000
54               13871.0000       9298.0000        0.0000           0.0000
55               1722.0000        1208.0000        0.0000           0.0000          
