7_80_3

WT_NUMBER
80

BSS_NUMBER
7

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                5828.0000        4127.0000        0.2000           10.0000         
2                12096.0000       11279.0000       0.2000           10.0000         
3                2938.0000        6261.0000        0.2000           10.0000         
4                1722.0000        15394.0000       0.2000           10.0000         
5                5875.0000        11324.0000       0.2000           10.0000         
6                13263.0000       4059.0000        0.2000           10.0000         
7                10684.0000       11846.0000       0.2000           10.0000         
8                8960.0000        12896.0000       0.2000           10.0000         
9                14410.0000       6045.0000        0.2000           10.0000         
10               8996.0000        15348.0000       0.2000           10.0000         
11               11074.0000       10487.0000       0.2000           10.0000         
12               6823.0000        2208.0000        0.2000           10.0000         
13               2277.0000        11116.0000       0.2000           10.0000         
14               5898.0000        15986.0000       0.2000           10.0000         
15               8922.0000        14201.0000       0.2000           10.0000         
16               17544.0000       7906.0000        0.2000           10.0000         
17               10759.0000       6084.0000        0.2000           10.0000         
18               1932.0000        4741.0000        0.2000           10.0000         
19               2799.0000        13534.0000       0.2000           10.0000         
20               12512.0000       2730.0000        0.2000           10.0000         
21               11853.0000       5929.0000        0.2000           10.0000         
22               5159.0000        3308.0000        0.2000           10.0000         
23               14869.0000       15679.0000       0.2000           10.0000         
24               13562.0000       16494.0000       0.2000           10.0000         
25               10697.0000       17224.0000       0.2000           10.0000         
26               12312.0000       15758.0000       0.2000           10.0000         
27               13645.0000       15194.0000       0.2000           10.0000         
28               7648.0000        6759.0000        0.2000           10.0000         
29               8427.0000        1268.0000        0.2000           10.0000         
30               10548.0000       2767.0000        0.2000           10.0000         
31               11139.0000       13130.0000       0.2000           10.0000         
32               3905.0000        15555.0000       0.2000           10.0000         
33               5792.0000        5792.0000        0.2000           10.0000         
34               10598.0000       15809.0000       0.2000           10.0000         
35               7107.0000        10142.0000       0.2000           10.0000         
36               17448.0000       4513.0000        0.2000           10.0000         
37               4711.0000        13747.0000       0.2000           10.0000         
38               16118.0000       8375.0000        0.2000           10.0000         
39               9655.0000        6094.0000        0.2000           10.0000         
40               10671.0000       1200.0000        0.2000           10.0000         
41               14554.0000       11765.0000       0.2000           10.0000         
42               1284.0000        10024.0000       0.2000           10.0000         
43               6886.0000        15540.0000       0.2000           10.0000         
44               16195.0000       6141.0000        0.2000           10.0000         
45               15209.0000       12547.0000       0.2000           10.0000         
46               15509.0000       10025.0000       0.2000           10.0000         
47               16321.0000       13434.0000       0.2000           10.0000         
48               5976.0000        8299.0000        0.2000           10.0000         
49               13962.0000       17582.0000       0.2000           10.0000         
50               3044.0000        16836.0000       0.2000           10.0000         
51               4607.0000        7150.0000        0.2000           10.0000         
52               7271.0000        3437.0000        0.2000           10.0000         
53               9074.0000        11448.0000       0.2000           10.0000         
54               8332.0000        7569.0000        0.2000           10.0000         
55               4336.0000        17410.0000       0.2000           10.0000         
56               14352.0000       4042.0000        0.2000           10.0000         
57               8166.0000        5649.0000        0.2000           10.0000         
58               13130.0000       9799.0000        0.2000           10.0000         
59               17021.0000       12671.0000       0.2000           10.0000         
60               6629.0000        16741.0000       0.2000           10.0000         
61               12676.0000       6800.0000        0.2000           10.0000         
62               12479.0000       13716.0000       0.2000           10.0000         
63               1559.0000        12828.0000       0.2000           10.0000         
64               7725.0000        9314.0000        0.2000           10.0000         
65               13813.0000       7822.0000        0.2000           10.0000         
66               6166.0000        14320.0000       0.2000           10.0000         
67               1841.0000        17643.0000       0.2000           10.0000         
68               2040.0000        8421.0000        0.2000           10.0000         
69               7906.0000        11489.0000       0.2000           10.0000         
70               4833.0000        2123.0000        0.2000           10.0000         
71               9455.0000        3806.0000        0.2000           10.0000         
72               4536.0000        11960.0000       0.2000           10.0000         
73               5784.0000        13381.0000       0.2000           10.0000
74               7606.0000        8299.0000        0.2000           10.0000         
75               2986.0000        8810.0000        0.2000           10.0000         
76               16067.0000       10994.0000       0.2000           10.0000         
77               9322.0000        10273.0000       0.2000           10.0000         
78               1144.0000        14120.0000       0.2000           10.0000         
79               16899.0000       10216.0000       0.2000           10.0000         
80               15022.0000       10134.0000       0.2000           10.0000
81               16216.0000       8567.0000        0.0000           0.0000          
82               10321.0000       14827.0000       0.0000           0.0000          
83               3656.0000        8562.0000        0.0000           0.0000          
84               2700.0000        16383.0000       0.0000           0.0000          
85               8668.0000        2570.0000        0.0000           0.0000          
86               1967.0000        5735.0000        0.0000           0.0000
87               3787.0000        14414.0000       0.0000           0.0000
