7_80_6

WT_NUMBER
80

BSS_NUMBER
7

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                6732.0000        10853.0000       0.2000           10.0000         
2                7658.0000        7550.0000        0.2000           10.0000         
3                13186.0000       7221.0000        0.2000           10.0000         
4                13387.0000       4926.0000        0.2000           10.0000         
5                6382.0000        12524.0000       0.2000           10.0000         
6                10371.0000       13939.0000       0.2000           10.0000         
7                13956.0000       2472.0000        0.2000           10.0000         
8                4603.0000        9223.0000        0.2000           10.0000         
9                1695.0000        13186.0000       0.2000           10.0000         
10               9537.0000        15401.0000       0.2000           10.0000         
11               3279.0000        5879.0000        0.2000           10.0000         
12               13756.0000       9782.0000        0.2000           10.0000         
13               13118.0000       3304.0000        0.2000           10.0000         
14               1294.0000        10328.0000       0.2000           10.0000         
15               9450.0000        5361.0000        0.2000           10.0000         
16               5176.0000        6179.0000        0.2000           10.0000         
17               16509.0000       2986.0000        0.2000           10.0000         
18               2852.0000        15895.0000       0.2000           10.0000         
19               8254.0000        8993.0000        0.2000           10.0000         
20               4252.0000        1189.0000        0.2000           10.0000         
21               3823.0000        17555.0000       0.2000           10.0000         
22               3620.0000        8007.0000        0.2000           10.0000         
23               8109.0000        16130.0000       0.2000           10.0000         
24               4064.0000        6628.0000        0.2000           10.0000         
25               15489.0000       3346.0000        0.2000           10.0000         
26               16947.0000       17007.0000       0.2000           10.0000         
27               12064.0000       6507.0000        0.2000           10.0000         
28               3315.0000        10573.0000       0.2000           10.0000         
29               6838.0000        5706.0000        0.2000           10.0000         
30               10848.0000       15434.0000       0.2000           10.0000         
31               12352.0000       10175.0000       0.2000           10.0000         
32               8670.0000        14307.0000       0.2000           10.0000         
33               7317.0000        17570.0000       0.2000           10.0000         
34               15323.0000       10963.0000       0.2000           10.0000         
35               13786.0000       12310.0000       0.2000           10.0000         
36               3319.0000        9163.0000        0.2000           10.0000         
37               5792.0000        13648.0000       0.2000           10.0000         
38               8501.0000        12200.0000       0.2000           10.0000         
39               2151.0000        9041.0000        0.2000           10.0000         
40               15440.0000       14822.0000       0.2000           10.0000         
41               4427.0000        14935.0000       0.2000           10.0000         
42               2992.0000        3880.0000        0.2000           10.0000         
43               17356.0000       1699.0000        0.2000           10.0000         
44               10842.0000       16733.0000       0.2000           10.0000         
45               12416.0000       8947.0000        0.2000           10.0000         
46               3686.0000        4926.0000        0.2000           10.0000         
47               13292.0000       16074.0000       0.2000           10.0000         
48               12417.0000       17294.0000       0.2000           10.0000         
49               17727.0000       3017.0000        0.2000           10.0000         
50               14902.0000       17685.0000       0.2000           10.0000         
51               10691.0000       5897.0000        0.2000           10.0000         
52               6144.0000        7043.0000        0.2000           10.0000         
53               1595.0000        7944.0000        0.2000           10.0000         
54               5454.0000        10946.0000       0.2000           10.0000         
55               6677.0000        3602.0000        0.2000           10.0000         
56               6310.0000        16475.0000       0.2000           10.0000         
57               8053.0000        13411.0000       0.2000           10.0000         
58               16258.0000       12865.0000       0.2000           10.0000         
59               16316.0000       4731.0000        0.2000           10.0000         
60               5055.0000        4646.0000        0.2000           10.0000         
61               9355.0000        9700.0000        0.2000           10.0000         
62               9948.0000        2523.0000        0.2000           10.0000         
63               9843.0000        12971.0000       0.2000           10.0000         
64               7881.0000        4026.0000        0.2000           10.0000         
65               3778.0000        12973.0000       0.2000           10.0000         
66               9583.0000        7658.0000        0.2000           10.0000         
67               12676.0000       1786.0000        0.2000           10.0000         
68               8420.0000        10839.0000       0.2000           10.0000         
69               5314.0000        3452.0000        0.2000           10.0000         
70               12286.0000       12319.0000       0.2000           10.0000         
71               6450.0000        4611.0000        0.2000           10.0000         
72               15199.0000       6245.0000        0.2000           10.0000         
73               9429.0000        16959.0000       0.2000           10.0000         
74               14432.0000       1437.0000        0.2000           10.0000         
75               11755.0000       3457.0000        0.2000           10.0000         
76               6400.0000        8275.0000        0.2000           10.0000         
77               14323.0000       8566.0000        0.2000           10.0000         
78               15752.0000       16324.0000       0.2000           10.0000         
79               12602.0000       14520.0000       0.2000           10.0000         
80               16504.0000       7463.0000        0.2000           10.0000         
81               6935.0000        2262.0000        0.0000           0.0000          
82               10716.0000       11688.0000       0.0000           0.0000          
83               6487.0000        17693.0000       0.0000           0.0000          
84               14379.0000       3175.0000        0.0000           0.0000          
85               3098.0000        9282.0000        0.0000           0.0000          
86               17161.0000       17487.0000       0.0000           0.0000          
87               4831.0000        15831.0000       0.0000           0.0000
