6_65_8

WT_NUMBER
65

BSS_NUMBER
6

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                12200.0000       5050.0000        0.2000           10.0000         
2                13635.0000       11355.0000       0.2000           10.0000         
3                4271.0000        16286.0000       0.2000           10.0000         
4                15341.0000       10884.0000       0.2000           10.0000         
5                1827.0000        7042.0000        0.2000           10.0000         
6                2585.0000        4985.0000        0.2000           10.0000         
7                13408.0000       13208.0000       0.2000           10.0000         
8                6901.0000        13852.0000       0.2000           10.0000         
9                9400.0000        10639.0000       0.2000           10.0000         
10               16101.0000       3853.0000        0.2000           10.0000         
11               3453.0000        2670.0000        0.2000           10.0000         
12               2950.0000        13739.0000       0.2000           10.0000         
13               13556.0000       9367.0000        0.2000           10.0000         
14               2870.0000        1076.0000        0.2000           10.0000         
15               1575.0000        1573.0000        0.2000           10.0000         
16               15479.0000       14001.0000       0.2000           10.0000         
17               7416.0000        9162.0000        0.2000           10.0000         
18               8945.0000        9179.0000        0.2000           10.0000         
19               1909.0000        8769.0000        0.2000           10.0000         
20               6780.0000        7353.0000        0.2000           10.0000         
21               5510.0000        7839.0000        0.2000           10.0000         
22               5666.0000        12115.0000       0.2000           10.0000         
23               1546.0000        14354.0000       0.2000           10.0000         
24               6168.0000        8841.0000        0.2000           10.0000         
25               12006.0000       14572.0000       0.2000           10.0000         
26               5473.0000        13639.0000       0.2000           10.0000         
27               14901.0000       5333.0000        0.2000           10.0000         
28               8860.0000        14763.0000       0.2000           10.0000         
29               12698.0000       6395.0000        0.2000           10.0000         
30               10918.0000       8046.0000        0.2000           10.0000         
31               3444.0000        11041.0000       0.2000           10.0000         
32               13206.0000       15995.0000       0.2000           10.0000         
33               1515.0000        4061.0000        0.2000           10.0000         
34               8553.0000        7808.0000        0.2000           10.0000         
35               10532.0000       15149.0000       0.2000           10.0000         
36               11577.0000       16284.0000       0.2000           10.0000         
37               15648.0000       9423.0000        0.2000           10.0000         
38               8843.0000        11847.0000       0.2000           10.0000         
39               8732.0000        13122.0000       0.2000           10.0000         
40               11746.0000       9464.0000        0.2000           10.0000         
41               5804.0000        15051.0000       0.2000           10.0000         
42               9324.0000        5855.0000        0.2000           10.0000         
43               2966.0000        6704.0000        0.2000           10.0000         
44               5479.0000        5697.0000        0.2000           10.0000         
45               11889.0000       2288.0000        0.2000           10.0000         
46               3985.0000        12729.0000       0.2000           10.0000         
47               3728.0000        15064.0000       0.2000           10.0000         
48               5864.0000        9813.0000        0.2000           10.0000         
49               15987.0000       12644.0000       0.2000           10.0000         
50               16293.0000       1270.0000        0.2000           10.0000         
51               12520.0000       10782.0000       0.2000           10.0000         
52               13842.0000       2225.0000        0.2000           10.0000         
53               16120.0000       15686.0000       0.2000           10.0000         
54               5357.0000        1141.0000        0.2000           10.0000         
55               9856.0000        13934.0000       0.2000           10.0000         
56               2575.0000        15907.0000       0.2000           10.0000         
57               4286.0000        4100.0000        0.2000           10.0000         
58               1470.0000        2649.0000        0.2000           10.0000         
59               6555.0000        5970.0000        0.2000           10.0000         
60               16310.0000       14634.0000       0.2000           10.0000         
61               6662.0000        10563.0000       0.2000           10.0000         
62               10790.0000       12394.0000       0.2000           10.0000         
63               7827.0000        15864.0000       0.2000           10.0000         
64               1673.0000        12968.0000       0.2000           10.0000         
65               4067.0000        6611.0000        0.2000           10.0000         
66               6333.0000        9598.0000        0.0000           0.0000          
67               16220.0000       3676.0000        0.0000           0.0000          
68               1466.0000        2378.0000        0.0000           0.0000          
69               15785.0000       11233.0000       0.0000           0.0000          
70               2299.0000        16181.0000       0.0000           0.0000          
71               10091.0000       16183.0000       0.0000           0.0000          
