6_65_3

WT_NUMBER
65

BSS_NUMBER
6

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                15991.0000       4398.0000        0.2000           10.0000         
2                7061.0000        2519.0000        0.2000           10.0000         
3                1826.0000        10135.0000       0.2000           10.0000         
4                3128.0000        8567.0000        0.2000           10.0000         
5                8641.0000        14502.0000       0.2000           10.0000         
6                15870.0000       15805.0000       0.2000           10.0000         
7                13915.0000       10980.0000       0.2000           10.0000         
8                1861.0000        8949.0000        0.2000           10.0000         
9                14540.0000       16406.0000       0.2000           10.0000         
10               7245.0000        5006.0000        0.2000           10.0000         
11               10162.0000       1783.0000        0.2000           10.0000         
12               9107.0000        4999.0000        0.2000           10.0000         
13               13818.0000       2037.0000        0.2000           10.0000         
14               9248.0000        2300.0000        0.2000           10.0000         
15               6561.0000        10320.0000       0.2000           10.0000         
16               10386.0000       11513.0000       0.2000           10.0000         
17               13766.0000       9901.0000        0.2000           10.0000         
18               15052.0000       5754.0000        0.2000           10.0000         
19               8567.0000        1300.0000        0.2000           10.0000         
20               7557.0000        13589.0000       0.2000           10.0000         
21               4878.0000        1009.0000        0.2000           10.0000         
22               13006.0000       4932.0000        0.2000           10.0000         
23               1669.0000        11353.0000       0.2000           10.0000         
24               1448.0000        2039.0000        0.2000           10.0000         
25               1855.0000        3457.0000        0.2000           10.0000         
26               9454.0000        15912.0000       0.2000           10.0000         
27               14146.0000       12516.0000       0.2000           10.0000         
28               5067.0000        15214.0000       0.2000           10.0000         
29               9130.0000        12465.0000       0.2000           10.0000         
30               1828.0000        14055.0000       0.2000           10.0000         
31               2096.0000        15247.0000       0.2000           10.0000         
32               11869.0000       10147.0000       0.2000           10.0000         
33               8498.0000        3137.0000        0.2000           10.0000
34               3870.0000        8198.0000        0.2000           10.0000
35               16218.0000       9387.0000        0.2000           10.0000         
36               3276.0000        1684.0000        0.2000           10.0000         
37               5657.0000        2118.0000        0.2000           10.0000         
38               4208.0000        12587.0000       0.2000           10.0000         
39               5638.0000        6098.0000        0.2000           10.0000         
40               6731.0000        11450.0000       0.2000           10.0000         
41               15716.0000       1964.0000        0.2000           10.0000         
42               11907.0000       6913.0000        0.2000           10.0000         
43               12704.0000       7963.0000        0.2000           10.0000         
44               9623.0000        6250.0000        0.2000           10.0000         
45               3631.0000        16445.0000       0.2000           10.0000         
46               10753.0000       15909.0000       0.2000           10.0000         
47               12206.0000       13820.0000       0.2000           10.0000         
48               14648.0000       14562.0000       0.2000           10.0000         
49               16138.0000       12574.0000       0.2000           10.0000         
50               1572.0000        12770.0000       0.2000           10.0000         
51               15110.0000       8983.0000        0.2000           10.0000         
52               12876.0000       14846.0000       0.2000           10.0000         
53               10389.0000       3450.0000        0.2000           10.0000         
54               4159.0000        5547.0000        0.2000           10.0000         
55               2636.0000        12766.0000       0.2000           10.0000         
56               12429.0000       12618.0000       0.2000           10.0000         
57               5876.0000        3914.0000        0.2000           10.0000         
58               11861.0000       5562.0000        0.2000           10.0000         
59               13236.0000       11946.0000       0.2000           10.0000         
60               5266.0000        12441.0000       0.2000           10.0000
61               11217.0000       13347.0000       0.2000           10.0000
62               5413.0000        9726.0000        0.2000           10.0000
63               1009.0000        4591.0000        0.2000           10.0000
64               5046.0000        3082.0000        0.2000           10.0000         
65               15392.0000       10401.0000       0.2000           10.0000         
66               1790.0000        10668.0000       0.0000           0.0000          
67               11689.0000       3789.0000        0.0000           0.0000          
68               3080.0000        2941.0000        0.0000           0.0000          
69               14313.0000       13098.0000       0.0000           0.0000          
70               6652.0000        16167.0000       0.0000           0.0000          
71               4358.0000        15768.0000       0.0000           0.0000
