7_80_8

WT_NUMBER
80

BSS_NUMBER
7

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                7419.0000        6634.0000        0.2000           10.0000         
2                3343.0000        11218.0000       0.2000           10.0000         
3                14488.0000       1053.0000        0.2000           10.0000         
4                13170.0000       12364.0000       0.2000           10.0000         
5                2261.0000        14824.0000       0.2000           10.0000         
6                15302.0000       7065.0000        0.2000           10.0000         
7                16497.0000       3900.0000        0.2000           10.0000         
8                6390.0000        12713.0000       0.2000           10.0000         
9                1164.0000        4447.0000        0.2000           10.0000         
10               1968.0000        9511.0000        0.2000           10.0000         
11               9138.0000        3018.0000        0.2000           10.0000         
12               12425.0000       7986.0000        0.2000           10.0000         
13               13725.0000       6858.0000        0.2000           10.0000
14               11305.0000       13593.0000       0.2000           10.0000
15               15874.0000       6219.0000        0.2000           10.0000
16               16641.0000       11370.0000       0.2000           10.0000         
17               1137.0000        6021.0000        0.2000           10.0000         
18               15623.0000       1240.0000        0.2000           10.0000         
19               3737.0000        1182.0000        0.2000           10.0000         
20               8969.0000        13697.0000       0.2000           10.0000         
21               7101.0000        13473.0000       0.2000           10.0000         
22               5133.0000        4896.0000        0.2000           10.0000         
23               10700.0000       4919.0000        0.2000           10.0000         
24               1033.0000        3183.0000        0.2000           10.0000         
25               13939.0000       15569.0000       0.2000           10.0000         
26               6988.0000        3310.0000        0.2000           10.0000         
27               6359.0000        5105.0000        0.2000           10.0000         
28               13491.0000       1801.0000        0.2000           10.0000         
29               2873.0000        12451.0000       0.2000           10.0000         
30               12082.0000       15720.0000       0.2000           10.0000         
31               12995.0000       8925.0000        0.2000           10.0000         
32               4980.0000        6261.0000        0.2000           10.0000         
33               10585.0000       3520.0000        0.2000           10.0000         
34               16784.0000       1122.0000        0.2000           10.0000         
35               5220.0000        8804.0000        0.2000           10.0000         
36               13227.0000       3368.0000        0.2000           10.0000         
37               3055.0000        16459.0000       0.2000           10.0000         
38               11958.0000       12958.0000       0.2000           10.0000         
39               6142.0000        16338.0000       0.2000           10.0000         
40               4314.0000        9297.0000        0.2000           10.0000         
41               3341.0000        6005.0000        0.2000           10.0000         
42               10505.0000       14931.0000       0.2000           10.0000         
43               9013.0000        15658.0000       0.2000           10.0000         
44               10106.0000       12122.0000       0.2000           10.0000         
45               3708.0000        15489.0000       0.2000           10.0000         
46               14968.0000       5614.0000        0.2000           10.0000         
47               10084.0000       1522.0000        0.2000           10.0000         
48               5326.0000        2398.0000        0.2000           10.0000         
49               14726.0000       11360.0000       0.2000           10.0000         
50               11857.0000       3106.0000        0.2000           10.0000         
51               15954.0000       15526.0000       0.2000           10.0000         
52               3459.0000        8579.0000        0.2000           10.0000         
53               4923.0000        16591.0000       0.2000           10.0000         
54               15581.0000       10625.0000       0.2000           10.0000         
55               2851.0000        2690.0000        0.2000           10.0000         
56               1274.0000        8713.0000        0.2000           10.0000         
57               6286.0000        7639.0000        0.2000           10.0000         
58               5828.0000        3418.0000        0.2000           10.0000         
59               1891.0000        11562.0000       0.2000           10.0000         
60               14311.0000       9484.0000        0.2000           10.0000         
61               4419.0000        14116.0000       0.2000           10.0000         
62               16356.0000       16817.0000       0.2000           10.0000         
63               16805.0000       13359.0000       0.2000           10.0000         
64               11551.0000       10515.0000       0.2000           10.0000         
65               2291.0000        7237.0000        0.2000           10.0000         
66               5553.0000        14313.0000       0.2000           10.0000         
67               4165.0000        7357.0000        0.2000           10.0000         
68               15105.0000       4418.0000        0.2000           10.0000         
69               14764.0000       14361.0000       0.2000           10.0000         
70               1959.0000        1756.0000        0.2000           10.0000         
71               16713.0000       5169.0000        0.2000           10.0000         
72               1345.0000        16591.0000       0.2000           10.0000         
73               16821.0000       9402.0000        0.2000           10.0000         
74               11394.0000       11880.0000       0.2000           10.0000
75               2329.0000        15897.0000       0.2000           10.0000
76               5025.0000        15412.0000       0.2000           10.0000         
77               11612.0000       4183.0000        0.2000           10.0000         
78               6307.0000        2145.0000        0.2000           10.0000         
79               13751.0000       10555.0000       0.2000           10.0000         
80               15436.0000       13548.0000       0.2000           10.0000         
81               3124.0000        5618.0000        0.0000           0.0000          
82               12690.0000       1274.0000        0.0000           0.0000          
83               2325.0000        14131.0000       0.0000           0.0000          
84               13242.0000       14965.0000       0.0000           0.0000          
85               16718.0000       8418.0000        0.0000           0.0000          
86               10517.0000       7665.0000        0.0000           0.0000
87               2542.0000        10944.0000       0.0000           0.0000
