5_50_3

WT_NUMBER
50

BSS_NUMBER
5

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                2555.0000        9297.0000        0.2000           10.0000         
2                5569.0000        9459.0000        0.2000           10.0000         
3                12600.0000       11348.0000       0.2000           10.0000         
4                6912.0000        5203.0000        0.2000           10.0000         
5                9545.0000        1617.0000        0.2000           10.0000         
6                10904.0000       5662.0000        0.2000           10.0000         
7                8793.0000        9813.0000        0.2000           10.0000         
8                12273.0000       10235.0000       0.2000           10.0000         
9                2401.0000        12824.0000       0.2000           10.0000         
10               1669.0000        5387.0000        0.2000           10.0000         
11               7094.0000        12573.0000       0.2000           10.0000         
12               1701.0000        8750.0000        0.2000           10.0000         
13               3579.0000        10134.0000       0.2000           10.0000         
14               5473.0000        2459.0000        0.2000           10.0000         
15               9400.0000        3988.0000        0.2000           10.0000         
16               4096.0000        5182.0000        0.2000           10.0000         
17               9597.0000        2807.0000        0.2000           10.0000         
18               7654.0000        7385.0000        0.2000           10.0000         
19               7216.0000        9131.0000        0.2000           10.0000         
20               9891.0000        7961.0000        0.2000           10.0000         
21               5610.0000        5093.0000        0.2000           10.0000         
22               4794.0000        7701.0000        0.2000           10.0000         
23               1760.0000        12070.0000       0.2000           10.0000         
24               11450.0000       6904.0000        0.2000           10.0000         
25               2945.0000        2724.0000        0.2000           10.0000         
26               1047.0000        14085.0000       0.2000           10.0000         
27               13358.0000       6285.0000        0.2000           10.0000         
28               7144.0000        4102.0000        0.2000           10.0000         
29               9525.0000        12911.0000       0.2000           10.0000         
30               2225.0000        10187.0000       0.2000           10.0000         
31               2162.0000        3487.0000        0.2000           10.0000         
32               4456.0000        12293.0000       0.2000           10.0000         
33               12638.0000       3425.0000        0.2000           10.0000         
34               12260.0000       12403.0000       0.2000           10.0000         
35               13977.0000       2442.0000        0.2000           10.0000         
36               10609.0000       4026.0000        0.2000           10.0000         
37               8221.0000        11155.0000       0.2000           10.0000         
38               10644.0000       12109.0000       0.2000           10.0000         
39               4793.0000        13865.0000       0.2000           10.0000         
40               5595.0000        6894.0000        0.2000           10.0000         
41               5771.0000        11681.0000       0.2000           10.0000         
42               10953.0000       1224.0000        0.2000           10.0000         
43               11591.0000       4011.0000        0.2000           10.0000         
44               12593.0000       8879.0000        0.2000           10.0000         
45               4813.0000        10656.0000       0.2000           10.0000         
46               6199.0000        12906.0000       0.2000           10.0000         
47               3836.0000        6721.0000        0.2000           10.0000         
48               9817.0000        9955.0000        0.2000           10.0000         
49               11033.0000       2570.0000        0.2000           10.0000         
50               11620.0000       8070.0000        0.2000           10.0000         
51               9005.0000        14164.0000       0.0000           0.0000          
52               13072.0000       1195.0000        0.0000           0.0000          
53               3044.0000        6668.0000        0.0000           0.0000          
54               14183.0000       8800.0000        0.0000           0.0000          
55               1502.0000        14205.0000       0.0000           0.0000          
