5_50_4

WT_NUMBER
50

BSS_NUMBER
5

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1                5195.0000        3013.0000        0.2000           10.0000
2                13923.0000       4642.0000        0.2000           10.0000
3                7966.0000        8509.0000        0.2000           10.0000
4                9737.0000        12874.0000       0.2000           10.0000
5                9065.0000        1522.0000        0.2000           10.0000
6                13630.0000       11028.0000       0.2000           10.0000
7                8802.0000        8930.0000        0.2000           10.0000
8                4766.0000        10766.0000       0.2000           10.0000
9                12171.0000       12931.0000       0.2000           10.0000
10               2667.0000        12750.0000       0.2000           10.0000
11               12194.0000       5143.0000        0.2000           10.0000
12               2656.0000        4039.0000        0.2000           10.0000
13               3369.0000        10094.0000       0.2000           10.0000
14               8861.0000        10901.0000       0.2000           10.0000
15               4226.0000        14301.0000       0.2000           10.0000
16               3266.0000        11430.0000       0.2000           10.0000
17               9855.0000        10349.0000       0.2000           10.0000
18               7815.0000        2356.0000        0.2000           10.0000
19               2698.0000        14037.0000       0.2000           10.0000
20               11457.0000       2162.0000        0.2000           10.0000
21               5609.0000        7425.0000        0.2000           10.0000
22               8037.0000        13609.0000       0.2000           10.0000
23               8112.0000        5746.0000        0.2000           10.0000
24               1146.0000        11247.0000       0.2000           10.0000
25               10631.0000       5819.0000        0.2000           10.0000
26               6544.0000        2542.0000        0.2000           10.0000
27               13442.0000       5800.0000        0.2000           10.0000
28               14069.0000       2141.0000        0.2000           10.0000
29               10271.0000       2669.0000        0.2000           10.0000
30               12591.0000       9173.0000        0.2000           10.0000
31               1398.0000        13494.0000       0.2000           10.0000
32               14142.0000       10184.0000       0.2000           10.0000
33               12651.0000       2341.0000        0.2000           10.0000
34               5227.0000        3925.0000        0.2000           10.0000
35               7010.0000        4684.0000        0.2000           10.0000
36               12907.0000       10339.0000       0.2000           10.0000
37               3901.0000        5935.0000        0.2000           10.0000
38               9592.0000        5494.0000        0.2000           10.0000
39               5713.0000        10317.0000       0.2000           10.0000
40               4777.0000        13249.0000       0.2000           10.0000
41               9226.0000        6605.0000        0.2000           10.0000
42               12712.0000       11453.0000       0.2000           10.0000
43               7826.0000        12036.0000       0.2000           10.0000
44               14156.0000       12600.0000       0.2000           10.0000
45               6536.0000        7415.0000        0.2000           10.0000
46               10632.0000       1520.0000        0.2000           10.0000
47               12185.0000       8055.0000        0.2000           10.0000
48               5066.0000        6249.0000        0.2000           10.0000
49               14404.0000       13930.0000       0.2000           10.0000
50               6157.0000        11849.0000       0.2000           10.0000
51               3467.0000        14392.0000       0.0000           0.0000
52               7260.0000        3650.0000        0.0000           0.0000
53               12272.0000       10258.0000       0.0000           0.0000
54               14400.0000       1035.0000        0.0000           0.0000
55               1513.0000        14374.0000       0.0000           0.0000          
