5_50_5

WT_NUMBER
50

BSS_NUMBER
5

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1                4477.0000        4657.0000        0.2000           10.0000
2                11826.0000       5922.0000        0.2000           10.0000
3                13886.0000       11509.0000       0.2000           10.0000
4                12142.0000       14327.0000       0.2000           10.0000
5                6102.0000        8384.0000        0.2000           10.0000
6                6395.0000        14140.0000       0.2000           10.0000
7                3086.0000        1773.0000        0.2000           10.0000
8                11035.0000       5096.0000        0.2000           10.0000
9                10023.0000       7763.0000        0.2000           10.0000
10               1062.0000        12357.0000       0.2000           10.0000
11               7557.0000        10380.0000       0.2000           10.0000
12               14091.0000       4165.0000        0.2000           10.0000
13               3091.0000        2721.0000        0.2000           10.0000
14               13517.0000       7091.0000        0.2000           10.0000
15               10947.0000       11860.0000       0.2000           10.0000
16               2295.0000        11291.0000       0.2000           10.0000
17               9393.0000        3926.0000        0.2000           10.0000
18               13322.0000       1161.0000        0.2000           10.0000
19               8737.0000        12577.0000       0.2000           10.0000
20               9733.0000        4856.0000        0.2000           10.0000
21               13597.0000       5940.0000        0.2000           10.0000
22               9782.0000        11771.0000       0.2000           10.0000
23               2891.0000        5192.0000        0.2000           10.0000
24               11632.0000       8893.0000        0.2000           10.0000
25               14334.0000       14402.0000       0.2000           10.0000
26               4502.0000        9199.0000        0.2000           10.0000
27               3761.0000        13405.0000       0.2000           10.0000
28               9603.0000        6813.0000        0.2000           10.0000
29               8509.0000        14052.0000       0.2000           10.0000
30               2761.0000        3584.0000        0.2000           10.0000
31               2065.0000        8568.0000        0.2000           10.0000
32               2624.0000        13068.0000       0.2000           10.0000
33               5163.0000        6189.0000        0.2000           10.0000
34               6011.0000        2376.0000        0.2000           10.0000
35               1761.0000        10276.0000       0.2000           10.0000
36               1318.0000        2574.0000        0.2000           10.0000
37               5681.0000        1482.0000        0.2000           10.0000
38               6025.0000        10608.0000       0.2000           10.0000
39               4122.0000        11527.0000       0.2000           10.0000
40               10396.0000       14066.0000       0.2000           10.0000
41               1976.0000        4145.0000        0.2000           10.0000
42               10331.0000       8942.0000        0.2000           10.0000
43               14241.0000       12470.0000       0.2000           10.0000
44               4283.0000        10087.0000       0.2000           10.0000
45               6774.0000        9855.0000        0.2000           10.0000
46               7593.0000        12077.0000       0.2000           10.0000
47               3806.0000        7094.0000        0.2000           10.0000
48               4515.0000        7813.0000        0.2000           10.0000
49               11963.0000       1929.0000        0.2000           10.0000
50               6437.0000        6202.0000        0.2000           10.0000
51               11188.0000       13034.0000       0.0000           0.0000
52               3732.0000        10258.0000       0.0000           0.0000
53               13367.0000       4521.0000        0.0000           0.0000
54               1616.0000        1669.0000        0.0000           0.0000
55               1080.0000        2088.0000        0.0000           0.0000          
