6_65_0

WT_NUMBER
65

BSS_NUMBER
6

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                2272.0000        6138.0000        0.2000           10.0000         
2                4194.0000        5746.0000        0.2000           10.0000         
3                7667.0000        4770.0000        0.2000           10.0000         
4                13633.0000       3430.0000        0.2000           10.0000         
5                10480.0000       14489.0000       0.2000           10.0000         
6                2618.0000        9892.0000        0.2000           10.0000         
7                10008.0000       1511.0000        0.2000           10.0000         
8                10261.0000       2721.0000        0.2000           10.0000         
9                15605.0000       8795.0000        0.2000           10.0000         
10               6868.0000        14007.0000       0.2000           10.0000         
11               7383.0000        16059.0000       0.2000           10.0000         
12               7367.0000        2884.0000        0.2000           10.0000         
13               14273.0000       16806.0000       0.2000           10.0000         
14               16683.0000       5780.0000        0.2000           10.0000         
15               2554.0000        3005.0000        0.2000           10.0000         
16               10883.0000       16782.0000       0.2000           10.0000         
17               6280.0000        8912.0000        0.2000           10.0000         
18               1938.0000        12042.0000       0.2000           10.0000         
19               6057.0000        1897.0000        0.2000           10.0000         
20               16427.0000       11743.0000       0.2000           10.0000         
21               1092.0000        11418.0000       0.2000           10.0000         
22               14589.0000       13524.0000       0.2000           10.0000         
23               15638.0000       13069.0000       0.2000           10.0000         
24               17488.0000       13414.0000       0.2000           10.0000         
25               15188.0000       11985.0000       0.2000           10.0000         
26               14376.0000       9181.0000        0.2000           10.0000         
27               7337.0000        5735.0000        0.2000           10.0000         
28               11953.0000       14189.0000       0.2000           10.0000         
29               2248.0000        10838.0000       0.2000           10.0000         
30               17676.0000       17305.0000       0.2000           10.0000         
31               2192.0000        17572.0000       0.2000           10.0000         
32               7862.0000        13864.0000       0.2000           10.0000         
33               14504.0000       5372.0000        0.2000           10.0000         
34               8889.0000        1640.0000        0.2000           10.0000         
35               9898.0000        6188.0000        0.2000           10.0000         
36               11263.0000       3737.0000        0.2000           10.0000         
37               8882.0000        4051.0000        0.2000           10.0000         
38               6069.0000        3275.0000        0.2000           10.0000         
39               11649.0000       16033.0000       0.2000           10.0000         
40               7294.0000        8875.0000        0.2000           10.0000         
41               13505.0000       15429.0000       0.2000           10.0000         
42               4606.0000        1968.0000        0.2000           10.0000         
43               13465.0000       7752.0000        0.2000           10.0000         
44               15223.0000       2355.0000        0.2000           10.0000         
45               2605.0000        14927.0000       0.2000           10.0000         
46               2005.0000        8427.0000        0.2000           10.0000         
47               5035.0000        4910.0000        0.2000           10.0000         
48               1406.0000        14964.0000       0.2000           10.0000         
49               13340.0000       6082.0000        0.2000           10.0000         
50               4334.0000        14734.0000       0.2000           10.0000         
51               16453.0000       17507.0000       0.2000           10.0000         
52               2578.0000        13139.0000       0.2000           10.0000         
53               12416.0000       17435.0000       0.2000           10.0000         
54               6128.0000        5818.0000        0.2000           10.0000         
55               4585.0000        8547.0000        0.2000           10.0000         
56               3923.0000        10150.0000       0.2000           10.0000         
57               1397.0000        5537.0000        0.2000           10.0000         
58               1645.0000        13701.0000       0.2000           10.0000         
59               14539.0000       7697.0000        0.2000           10.0000         
60               14995.0000       15262.0000       0.2000           10.0000         
61               8686.0000        13294.0000       0.2000           10.0000         
62               15382.0000       10148.0000       0.2000           10.0000         
63               5314.0000        7229.0000        0.2000           10.0000         
64               6193.0000        15792.0000       0.2000           10.0000         
65               9693.0000        13598.0000       0.2000           10.0000         
66               17736.0000       6049.0000        0.0000           0.0000          
67               6671.0000        4427.0000        0.0000           0.0000          
68               10091.0000       17693.0000       0.0000           0.0000          
69               1736.0000        17461.0000       0.0000           0.0000          
70               16339.0000       14004.0000       0.0000           0.0000          
71               1508.0000        9904.0000        0.0000           0.0000          
