4_35_2

WT_NUMBER
35

BSS_NUMBER
4

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                12255.0000       7242.0000        0.2000           10.0000         
2                12919.0000       5073.0000        0.2000           10.0000         
3                8233.0000        7748.0000        0.2000           10.0000         
4                8415.0000        11121.0000       0.2000           10.0000         
5                5202.0000        3097.0000        0.2000           10.0000         
6                12180.0000       11714.0000       0.2000           10.0000         
7                2521.0000        6177.0000        0.2000           10.0000         
8                4470.0000        4306.0000        0.2000           10.0000         
9                8697.0000        3477.0000        0.2000           10.0000         
10               11440.0000       2420.0000        0.2000           10.0000         
11               1079.0000        6542.0000        0.2000           10.0000         
12               12825.0000       10966.0000       0.2000           10.0000         
13               2315.0000        10988.0000       0.2000           10.0000         
14               1215.0000        4620.0000        0.2000           10.0000         
15               4238.0000        9537.0000        0.2000           10.0000         
16               10043.0000       4986.0000        0.2000           10.0000         
17               2509.0000        12672.0000       0.2000           10.0000         
18               6164.0000        1858.0000        0.2000           10.0000         
19               6004.0000        8496.0000        0.2000           10.0000         
20               9992.0000        2752.0000        0.2000           10.0000         
21               10131.0000       1817.0000        0.2000           10.0000         
22               4178.0000        12061.0000       0.2000           10.0000         
23               10440.0000       10682.0000       0.2000           10.0000         
24               10430.0000       6788.0000        0.2000           10.0000         
25               11540.0000       8645.0000        0.2000           10.0000         
26               8753.0000        4870.0000        0.2000           10.0000         
27               7144.0000        12912.0000       0.2000           10.0000         
28               12841.0000       9121.0000        0.2000           10.0000         
29               7847.0000        4035.0000        0.2000           10.0000         
30               6830.0000        9165.0000        0.2000           10.0000         
31               9380.0000        8389.0000        0.2000           10.0000         
32               7380.0000        2867.0000        0.2000           10.0000         
33               3845.0000        1092.0000        0.2000           10.0000         
34               7088.0000        4815.0000        0.2000           10.0000         
35               2529.0000        2702.0000        0.2000           10.0000         
36               8015.0000        1936.0000        0.0000           0.0000          
37               5510.0000        12338.0000       0.0000           0.0000          
38               12267.0000       8017.0000        0.0000           0.0000          
39               1561.0000        5610.0000        0.0000           0.0000          
