4_35_9

WT_NUMBER
35

BSS_NUMBER
4

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                11812.0000       9218.0000        0.2000           10.0000         
2                1914.0000        7077.0000        0.2000           10.0000         
3                10322.0000       3018.0000        0.2000           10.0000         
4                1204.0000        11115.0000       0.2000           10.0000         
5                14247.0000       10230.0000       0.2000           10.0000         
6                11110.0000       5078.0000        0.2000           10.0000         
7                12869.0000       4189.0000        0.2000           10.0000         
8                6784.0000        12284.0000       0.2000           10.0000         
9                9711.0000        1435.0000        0.2000           10.0000         
10               11900.0000       6984.0000        0.2000           10.0000         
11               7562.0000        7914.0000        0.2000           10.0000         
12               4788.0000        5701.0000        0.2000           10.0000         
13               10394.0000       11442.0000       0.2000           10.0000         
14               11003.0000       14952.0000       0.2000           10.0000         
15               12732.0000       5780.0000        0.2000           10.0000         
16               11986.0000       11327.0000       0.2000           10.0000         
17               5504.0000        8067.0000        0.2000           10.0000         
18               2784.0000        13578.0000       0.2000           10.0000         
19               3178.0000        9181.0000        0.2000           10.0000         
20               12490.0000       1682.0000        0.2000           10.0000         
21               4409.0000        3711.0000        0.2000           10.0000         
22               4894.0000        13968.0000       0.2000           10.0000         
23               11450.0000       1679.0000        0.2000           10.0000         
24               8073.0000        5677.0000        0.2000           10.0000         
25               5232.0000        3091.0000        0.2000           10.0000         
26               13692.0000       7734.0000        0.2000           10.0000         
27               6723.0000        4858.0000        0.2000           10.0000         
28               3892.0000        6568.0000        0.2000           10.0000         
29               14743.0000       6874.0000        0.2000           10.0000         
30               10087.0000       5364.0000        0.2000           10.0000         
31               6522.0000        13859.0000       0.2000           10.0000         
32               5276.0000        1940.0000        0.2000           10.0000         
33               10267.0000       8075.0000        0.2000           10.0000         
34               2254.0000        12537.0000       0.2000           10.0000         
35               8234.0000        11935.0000       0.2000           10.0000         
36               3866.0000        9986.0000        0.0000           0.0000          
37               13964.0000       7490.0000        0.0000           0.0000          
38               8006.0000        1735.0000        0.0000           0.0000          
39               8838.0000        14961.0000       0.0000           0.0000          
