3_20_9

WT_NUMBER
20

BSS_NUMBER
3

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                9475.0000        4118.0000        0.2000           10.0000         
2                2571.0000        6408.0000        0.2000           10.0000         
3                3941.0000        4415.0000        0.2000           10.0000         
4                10666.0000       7371.0000        0.2000           10.0000         
5                2270.0000        1400.0000        0.2000           10.0000         
6                10023.0000       2350.0000        0.2000           10.0000         
7                9030.0000        6464.0000        0.2000           10.0000         
8                4219.0000        8163.0000        0.2000           10.0000         
9                6231.0000        7225.0000        0.2000           10.0000         
10               2140.0000        7407.0000        0.2000           10.0000         
11               8113.0000        3241.0000        0.2000           10.0000         
12               7505.0000        6617.0000        0.2000           10.0000         
13               1073.0000        6743.0000        0.2000           10.0000         
14               4009.0000        6041.0000        0.2000           10.0000         
15               4835.0000        1582.0000        0.2000           10.0000         
16               7594.0000        8397.0000        0.2000           10.0000         
17               10955.0000       6284.0000        0.2000           10.0000         
18               4801.0000        6715.0000        0.2000           10.0000         
19               10457.0000       1238.0000        0.2000           10.0000         
20               1493.0000        3164.0000        0.2000           10.0000         
21               2978.0000        10733.0000       0.0000           0.0000          
22               9584.0000        5359.0000        0.0000           0.0000          
23               1591.0000        2638.0000        0.0000           0.0000          
