7_80_2

WT_NUMBER
80

BSS_NUMBER
7

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                13426.0000       11521.0000       0.2000           10.0000         
2                14746.0000       6830.0000        0.2000           10.0000
3                11823.0000       4767.0000        0.2000           10.0000
4                4130.0000        16454.0000       0.2000           10.0000         
5                13252.0000       1532.0000        0.2000           10.0000         
6                6939.0000        8791.0000        0.2000           10.0000         
7                12434.0000       5215.0000        0.2000           10.0000         
8                16950.0000       13152.0000       0.2000           10.0000         
9                1990.0000        2898.0000        0.2000           10.0000         
10               4277.0000        5609.0000        0.2000           10.0000         
11               11355.0000       11898.0000       0.2000           10.0000         
12               6979.0000        15359.0000       0.2000           10.0000         
13               2407.0000        10446.0000       0.2000           10.0000         
14               5874.0000        12830.0000       0.2000           10.0000         
15               11368.0000       3280.0000        0.2000           10.0000         
16               2471.0000        7371.0000        0.2000           10.0000         
17               4977.0000        3680.0000        0.2000           10.0000         
18               7170.0000        13929.0000       0.2000           10.0000         
19               8426.0000        14177.0000       0.2000           10.0000         
20               3328.0000        9030.0000        0.2000           10.0000         
21               1479.0000        14335.0000       0.2000           10.0000         
22               6800.0000        10381.0000       0.2000           10.0000         
23               3842.0000        14947.0000       0.2000           10.0000         
24               13681.0000       16995.0000       0.2000           10.0000         
25               10845.0000       14758.0000       0.2000           10.0000         
26               14843.0000       15536.0000       0.2000           10.0000         
27               16672.0000       11626.0000       0.2000           10.0000         
28               11779.0000       14316.0000       0.2000           10.0000         
29               5120.0000        17137.0000       0.2000           10.0000         
30               17553.0000       14500.0000       0.2000           10.0000         
31               8654.0000        10404.0000       0.2000           10.0000         
32               5815.0000        6478.0000        0.2000           10.0000         
33               7959.0000        17354.0000       0.2000           10.0000         
34               6228.0000        16667.0000       0.2000           10.0000         
35               14567.0000       3256.0000        0.2000           10.0000         
36               4159.0000        12388.0000       0.2000           10.0000         
37               11974.0000       16469.0000       0.2000           10.0000         
38               11280.0000       6875.0000        0.2000           10.0000         
39               15572.0000       9403.0000        0.2000           10.0000         
40               5833.0000        1092.0000        0.2000           10.0000         
41               2711.0000        11475.0000       0.2000           10.0000         
42               3878.0000        10081.0000       0.2000           10.0000         
43               6670.0000        11942.0000       0.2000           10.0000         
44               14005.0000       10333.0000       0.2000           10.0000
45               6800.0000        17394.0000       0.2000           10.0000
46               12268.0000       6437.0000        0.2000           10.0000         
47               17757.0000       1421.0000        0.2000           10.0000         
48               4772.0000        9573.0000        0.2000           10.0000         
49               8961.0000        16878.0000       0.2000           10.0000         
50               15194.0000       10883.0000       0.2000           10.0000         
51               17165.0000       8295.0000        0.2000           10.0000         
52               5449.0000        15187.0000       0.2000           10.0000         
53               12532.0000       15343.0000       0.2000           10.0000         
54               11033.0000       9756.0000        0.2000           10.0000         
55               1899.0000        12330.0000       0.2000           10.0000         
56               17088.0000       15509.0000       0.2000           10.0000         
57               5028.0000        7616.0000        0.2000           10.0000         
58               16999.0000       5833.0000        0.2000           10.0000         
59               12463.0000       8943.0000        0.2000           10.0000         
60               6833.0000        4916.0000        0.2000           10.0000         
61               14433.0000       9067.0000        0.2000           10.0000         
62               1440.0000        8031.0000        0.2000           10.0000         
63               13310.0000       3397.0000        0.2000           10.0000         
64               7123.0000        1425.0000        0.2000           10.0000         
65               3275.0000        3799.0000        0.2000           10.0000         
66               10119.0000       12975.0000       0.2000           10.0000         
67               1382.0000        1123.0000        0.2000           10.0000         
68               9515.0000        11247.0000       0.2000           10.0000         
69               13740.0000       7829.0000        0.2000           10.0000         
70               7723.0000        4080.0000        0.2000           10.0000         
71               6880.0000        2695.0000        0.2000           10.0000         
72               14577.0000       1336.0000        0.2000           10.0000         
73               13221.0000       13415.0000       0.2000           10.0000         
74               8043.0000        15244.0000       0.2000           10.0000         
75               15089.0000       4483.0000        0.2000           10.0000         
76               16690.0000       4668.0000        0.2000           10.0000         
77               9827.0000        8456.0000        0.2000           10.0000         
78               4982.0000        13834.0000       0.2000           10.0000         
79               15865.0000       17215.0000       0.2000           10.0000         
80               4097.0000        1126.0000        0.2000           10.0000         
81               12764.0000       10687.0000       0.0000           0.0000          
82               3313.0000        9797.0000        0.0000           0.0000          
83               16186.0000       4075.0000        0.0000           0.0000          
84               5222.0000        17173.0000       0.0000           0.0000          
85               3692.0000        1363.0000        0.0000           0.0000          
86               16638.0000       17738.0000       0.0000           0.0000          
87               2049.0000        6126.0000        0.0000           0.0000
