3_20_7

WT_NUMBER
20

BSS_NUMBER
3

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                7546.0000        6873.0000        0.2000           10.0000         
2                9215.0000        7760.0000        0.2000           10.0000         
3                1886.0000        8927.0000        0.2000           10.0000         
4                10270.0000       3617.0000        0.2000           10.0000         
5                1762.0000        3986.0000        0.2000           10.0000         
6                4444.0000        5803.0000        0.2000           10.0000         
7                5075.0000        6969.0000        0.2000           10.0000         
8                4834.0000        4577.0000        0.2000           10.0000         
9                9365.0000        3579.0000        0.2000           10.0000         
10               5977.0000        6567.0000        0.2000           10.0000         
11               8232.0000        8553.0000        0.2000           10.0000         
12               6605.0000        2334.0000        0.2000           10.0000         
13               6208.0000        9547.0000        0.2000           10.0000         
14               1892.0000        5697.0000        0.2000           10.0000         
15               4561.0000        2101.0000        0.2000           10.0000         
16               6058.0000        1346.0000        0.2000           10.0000         
17               8363.0000        9666.0000        0.2000           10.0000         
18               3251.0000        7667.0000        0.2000           10.0000         
19               3320.0000        10803.0000       0.2000           10.0000         
20               7133.0000        5973.0000        0.2000           10.0000         
21               8547.0000        9829.0000        0.0000           0.0000          
22               1532.0000        8190.0000        0.0000           0.0000          
23               9354.0000        2577.0000        0.0000           0.0000          
