3_20_2

WT_NUMBER
20

BSS_NUMBER
3

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1                8817.0000        5916.0000        0.2000           10.0000
2                8853.0000        3261.0000        0.2000           10.0000
3                4244.0000        5187.0000        0.2000           10.0000
4                7460.0000        7708.0000        0.2000           10.0000
5                3387.0000        5702.0000        0.2000           10.0000
6                2492.0000        9398.0000        0.2000           10.0000
7                1008.0000        8243.0000        0.2000           10.0000
8                7302.0000        3733.0000        0.2000           10.0000
9                9683.0000        1711.0000        0.2000           10.0000
10               1627.0000        6697.0000        0.2000           10.0000
11               5234.0000        9697.0000        0.2000           10.0000
12               3546.0000        7848.0000        0.2000           10.0000
13               8477.0000        7078.0000        0.2000           10.0000
14               5835.0000        6554.0000        0.2000           10.0000
15               5133.0000        3992.0000        0.2000           10.0000
16               6015.0000        10974.0000       0.2000           10.0000
17               2267.0000        10412.0000       0.2000           10.0000
18               2634.0000        7431.0000        0.2000           10.0000
19               7888.0000        5294.0000        0.2000           10.0000
20               3026.0000        3245.0000        0.2000           10.0000
21               10225.0000       6570.0000        0.0000           0.0000
22               3068.0000        7990.0000        0.0000           0.0000
23               2176.0000        1871.0000        0.0000           0.0000          
