7_80_4

WT_NUMBER
80

BSS_NUMBER
7

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1                9409.0000        16673.0000       0.2000           10.0000
2                13855.0000       4657.0000        0.2000           10.0000
3                3584.0000        5812.0000        0.2000           10.0000
4                11747.0000       16324.0000       0.2000           10.0000
5                8577.0000        10226.0000       0.2000           10.0000
6                3714.0000        9437.0000        0.2000           10.0000
7                1519.0000        18011.0000       0.2000           10.0000
8                16690.0000       12418.0000       0.2000           10.0000
9                13957.0000       2637.0000        0.2000           10.0000
10               16323.0000       10151.0000       0.2000           10.0000
11               17369.0000       9339.0000        0.2000           10.0000
12               5149.0000        3575.0000        0.2000           10.0000
13               10131.0000       6373.0000        0.2000           10.0000
14               14579.0000       15850.0000       0.2000           10.0000
15               1983.0000        8640.0000        0.2000           10.0000
16               15547.0000       6104.0000        0.2000           10.0000
17               10682.0000       5412.0000        0.2000           10.0000
18               10912.0000       14688.0000       0.2000           10.0000
19               15810.0000       17134.0000       0.2000           10.0000
20               17510.0000       6904.0000        0.2000           10.0000
21               6595.0000        7533.0000        0.2000           10.0000
22               9031.0000        15127.0000       0.2000           10.0000
23               17707.0000       4823.0000        0.2000           10.0000
24               5770.0000        11518.0000       0.2000           10.0000
25               8476.0000        14363.0000       0.2000           10.0000
26               13518.0000       14700.0000       0.2000           10.0000
27               1911.0000        10657.0000       0.2000           10.0000
28               14649.0000       9856.0000        0.2000           10.0000
29               10612.0000       3509.0000        0.2000           10.0000
30               2421.0000        4131.0000        0.2000           10.0000
31               12457.0000       3487.0000        0.2000           10.0000
32               6847.0000        17842.0000       0.2000           10.0000
33               11175.0000       11458.0000       0.2000           10.0000
34               9966.0000        4577.0000        0.2000           10.0000
35               15550.0000       10988.0000       0.2000           10.0000
36               7514.0000        14294.0000       0.2000           10.0000
37               3709.0000        7997.0000        0.2000           10.0000
38               8796.0000        4625.0000        0.2000           10.0000
39               16018.0000       13920.0000       0.2000           10.0000
40               14475.0000       8286.0000        0.2000           10.0000
41               12200.0000       8517.0000        0.2000           10.0000
42               17853.0000       14853.0000       0.2000           10.0000
43               12322.0000       10618.0000       0.2000           10.0000
44               3484.0000        17525.0000       0.2000           10.0000
45               7823.0000        9196.0000        0.2000           10.0000
46               6819.0000        10199.0000       0.2000           10.0000
47               7149.0000        5242.0000        0.2000           10.0000
48               11833.0000       2249.0000        0.2000           10.0000
49               15001.0000       3190.0000        0.2000           10.0000
50               18246.0000       15926.0000       0.2000           10.0000
51               3394.0000        4133.0000        0.2000           10.0000
52               12556.0000       1038.0000        0.2000           10.0000
53               4330.0000        11968.0000       0.2000           10.0000
54               7555.0000        2805.0000        0.2000           10.0000
55               4859.0000        13184.0000       0.2000           10.0000
56               5518.0000        2323.0000        0.2000           10.0000
57               5361.0000        15557.0000       0.2000           10.0000
58               6364.0000        14576.0000       0.2000           10.0000
59               18882.0000       3275.0000        0.2000           10.0000
60               2144.0000        14455.0000       0.2000           10.0000
61               7220.0000        8270.0000        0.2000           10.0000
62               12033.0000       13860.0000       0.2000           10.0000
63               17963.0000       3146.0000        0.2000           10.0000
64               15217.0000       6990.0000        0.2000           10.0000
65               13280.0000       10384.0000       0.2000           10.0000
66               11402.0000       12658.0000       0.2000           10.0000
67               14108.0000       16873.0000       0.2000           10.0000
68               12562.0000       15086.0000       0.2000           10.0000
69               4803.0000        16969.0000       0.2000           10.0000
70               8829.0000        3114.0000        0.2000           10.0000
71               1302.0000        11618.0000       0.2000           10.0000
72               2996.0000        18312.0000       0.2000           10.0000
73               8964.0000        1375.0000        0.2000           10.0000
74               18063.0000       1754.0000        0.2000           10.0000
75               8481.0000        5990.0000        0.2000           10.0000
76               7462.0000        12577.0000       0.2000           10.0000
77               14845.0000       1671.0000        0.2000           10.0000
78               5539.0000        7490.0000        0.2000           10.0000
79               9450.0000        3776.0000        0.2000           10.0000
80               12617.0000       12487.0000       0.2000           10.0000
81               14860.0000       12385.0000       0.0000           0.0000
82               3889.0000        10465.0000       0.0000           0.0000
83               1568.0000        18096.0000       0.0000           0.0000
84               18668.0000       6235.0000        0.0000           0.0000
85               10248.0000       1781.0000        0.0000           0.0000
86               9018.0000        17805.0000       0.0000           0.0000
87               1040.0000        1361.0000        0.0000           0.0000         
