3_20_5

WT_NUMBER
20

BSS_NUMBER
3

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                6924.0000        3540.0000        0.2000           10.0000         
2                6966.0000        10811.0000       0.2000           10.0000         
3                2984.0000        5117.0000        0.2000           10.0000         
4                2441.0000        10368.0000       0.2000           10.0000         
5                5309.0000        9737.0000        0.2000           10.0000         
6                1623.0000        8291.0000        0.2000           10.0000         
7                2050.0000        1028.0000        0.2000           10.0000         
8                2293.0000        4327.0000        0.2000           10.0000         
9                3738.0000        8789.0000        0.2000           10.0000         
10               3809.0000        6672.0000        0.2000           10.0000         
11               4664.0000        9044.0000        0.2000           10.0000         
12               2613.0000        6670.0000        0.2000           10.0000         
13               8430.0000        1753.0000        0.2000           10.0000         
14               10922.0000       2320.0000        0.2000           10.0000         
15               8254.0000        3075.0000        0.2000           10.0000         
16               1280.0000        3996.0000        0.2000           10.0000         
17               4145.0000        4517.0000        0.2000           10.0000         
18               10833.0000       5598.0000        0.2000           10.0000         
19               7054.0000        5454.0000        0.2000           10.0000         
20               5885.0000        8849.0000        0.2000           10.0000         
21               2902.0000        10847.0000       0.0000           0.0000          
22               9035.0000        1181.0000        0.0000           0.0000          
23               1384.0000        1129.0000        0.0000           0.0000          
