4_35_6

WT_NUMBER
35

BSS_NUMBER
4

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                6409.0000        5376.0000        0.2000           10.0000         
2                9127.0000        11375.0000       0.2000           10.0000         
3                8809.0000        12339.0000       0.2000           10.0000         
4                12423.0000       12096.0000       0.2000           10.0000         
5                8699.0000        5651.0000        0.2000           10.0000         
6                6197.0000        10385.0000       0.2000           10.0000         
7                5279.0000        12591.0000       0.2000           10.0000         
8                3609.0000        10386.0000       0.2000           10.0000         
9                4366.0000        11802.0000       0.2000           10.0000         
10               5994.0000        8395.0000        0.2000           10.0000         
11               11477.0000       6065.0000        0.2000           10.0000         
12               10265.0000       3326.0000        0.2000           10.0000         
13               7523.0000        3414.0000        0.2000           10.0000         
14               11184.0000       10413.0000       0.2000           10.0000         
15               8879.0000        7985.0000        0.2000           10.0000         
16               10454.0000       8578.0000        0.2000           10.0000         
17               6899.0000        11422.0000       0.2000           10.0000         
18               3464.0000        8000.0000        0.2000           10.0000         
19               12190.0000       6747.0000        0.2000           10.0000         
20               11905.0000       4564.0000        0.2000           10.0000         
21               9259.0000        1010.0000        0.2000           10.0000         
22               4830.0000        3772.0000        0.2000           10.0000         
23               1759.0000        3425.0000        0.2000           10.0000         
24               2474.0000        10249.0000       0.2000           10.0000         
25               6378.0000        7121.0000        0.2000           10.0000         
26               12324.0000       1893.0000        0.2000           10.0000         
27               12699.0000       7710.0000        0.2000           10.0000         
28               5901.0000        11395.0000       0.2000           10.0000         
29               4754.0000        2807.0000        0.2000           10.0000         
30               12442.0000       3184.0000        0.2000           10.0000         
31               7310.0000        12988.0000       0.2000           10.0000         
32               6054.0000        1158.0000        0.2000           10.0000         
33               12972.0000       10411.0000       0.2000           10.0000         
34               7429.0000        5482.0000        0.2000           10.0000         
35               1766.0000        7072.0000        0.2000           10.0000         
36               5389.0000        5889.0000        0.0000           0.0000          
37               11387.0000       10717.0000       0.0000           0.0000          
38               12953.0000       3233.0000        0.0000           0.0000          
39               4696.0000        12951.0000       0.0000           0.0000          
