5_50_10

WT_NUMBER
50

BSS_NUMBER
5

Radius
5000

Duration
480.0

SPEED
1000.0

Consumption rate
0.02

CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME    
1                2563.0000        7841.0000        0.2000           10.0000         
2                12384.0000       6819.0000        0.2000           10.0000         
3                5149.0000        7350.0000        0.2000           10.0000         
4                4130.0000        10432.0000       0.2000           10.0000         
5                9281.0000        6500.0000        0.2000           10.0000         
6                11833.0000       9559.0000        0.2000           10.0000         
7                9626.0000        1103.0000        0.2000           10.0000         
8                4950.0000        13732.0000       0.2000           10.0000         
9                1299.0000        4031.0000        0.2000           10.0000         
10               3784.0000        4516.0000        0.2000           10.0000         
11               6391.0000        5966.0000        0.2000           10.0000         
12               7691.0000        11041.0000       0.2000           10.0000         
13               11126.0000       4478.0000        0.2000           10.0000         
14               7331.0000        6323.0000        0.2000           10.0000         
15               10941.0000       7483.0000        0.2000           10.0000         
16               3249.0000        6274.0000        0.2000           10.0000         
17               12801.0000       5930.0000        0.2000           10.0000         
18               13004.0000       1292.0000        0.2000           10.0000         
19               6717.0000        8311.0000        0.2000           10.0000         
20               1147.0000        11847.0000       0.2000           10.0000         
21               5672.0000        8494.0000        0.2000           10.0000         
22               1581.0000        1945.0000        0.2000           10.0000         
23               1043.0000        7029.0000        0.2000           10.0000         
24               11711.0000       10454.0000       0.2000           10.0000         
25               5834.0000        10152.0000       0.2000           10.0000         
26               10494.0000       10047.0000       0.2000           10.0000         
27               6101.0000        11591.0000       0.2000           10.0000         
28               2888.0000        5204.0000        0.2000           10.0000         
29               2307.0000        13667.0000       0.2000           10.0000         
30               13183.0000       10227.0000       0.2000           10.0000         
31               13273.0000       7059.0000        0.2000           10.0000         
32               3633.0000        8861.0000        0.2000           10.0000         
33               3900.0000        7451.0000        0.2000           10.0000         
34               11837.0000       1268.0000        0.2000           10.0000         
35               8933.0000        8839.0000        0.2000           10.0000         
36               10306.0000       9047.0000        0.2000           10.0000         
37               4418.0000        6611.0000        0.2000           10.0000         
38               9796.0000        3783.0000        0.2000           10.0000         
39               4765.0000        2761.0000        0.2000           10.0000         
40               5593.0000        4127.0000        0.2000           10.0000         
41               6771.0000        2223.0000        0.2000           10.0000         
42               2709.0000        1592.0000        0.2000           10.0000         
43               12816.0000       13068.0000       0.2000           10.0000         
44               4411.0000        8201.0000        0.2000           10.0000         
45               1942.0000        9041.0000        0.2000           10.0000         
46               8026.0000        1550.0000        0.2000           10.0000         
47               9403.0000        11610.0000       0.2000           10.0000         
48               13355.0000       8236.0000        0.2000           10.0000         
49               9801.0000        12917.0000       0.2000           10.0000         
50               8801.0000        3192.0000        0.2000           10.0000         
51               4675.0000        7689.0000        0.0000           0.0000          
52               11092.0000       1549.0000        0.0000           0.0000          
53               12498.0000       9288.0000        0.0000           0.0000          
54               1130.0000        1166.0000        0.0000           0.0000          
55               1382.0000        13917.0000       0.0000           0.0000          
